ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,c_high,c_high_lower,c_high_upper,c_low,c_low_lower,c_low_upper,c_open,c_open_lower,c_open_upper,extra_regressors_additive,extra_regressors_additive_lower,extra_regressors_additive_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2021-11-30,125.33081746967618,113.03326827233356,117.94131737164945,123.50496509107298,127.1784040656458,-9.813925976112683,-9.813925976112683,-9.813925976112683,-23.02893943536079,-23.02893943536079,-23.02893943536079,-3.8986836637446642,-3.8986836637446642,-3.8986836637446642,17.55266726404041,17.55266726404041,17.55266726404041,-9.374955835065045,-9.374955835065045,-9.374955835065045,-0.4389701410476401,-0.4389701410476401,-0.4389701410476401,0.0,0.0,0.0,115.51689149356349
2021-12-31,128.02960118196552,157.98051895012085,163.4336765728127,125.83267926000985,130.22367569411136,32.604801117995244,32.604801117995244,32.604801117995244,19.244068046187525,19.244068046187525,19.244068046187525,8.087687397524986,8.087687397524986,8.087687397524986,5.270612074429135,5.270612074429135,5.270612074429135,32.60236751814165,32.60236751814165,32.60236751814165,0.0024335998535942455,0.0024335998535942455,0.0024335998535942455,0.0,0.0,0.0,160.63440229996075
2022-01-31,130.728384894255,153.9865367795693,159.83019713036333,128.07399655224197,133.27335707249858,26.244428460630083,26.244428460630083,26.244428460630083,14.92436728167963,14.92436728167963,14.92436728167963,7.735147072193511,7.735147072193511,7.735147072193511,4.727073917746037,4.727073917746037,4.727073917746037,27.38658827161918,27.38658827161918,27.38658827161918,-1.1421598109890938,-1.1421598109890938,-1.1421598109890938,0.0,0.0,0.0,156.97281335488506
2022-02-28,133.16599598922605,197.90887961294942,204.66637213637418,130.09354967737315,136.15274224506086,68.20919958366076,68.20919958366076,68.20919958366076,65.74437627589077,65.74437627589077,65.74437627589077,18.097696028906174,18.097696028906174,18.097696028906174,-15.183586979698397,-15.183586979698397,-15.183586979698397,68.65848532509855,68.65848532509855,68.65848532509855,-0.44928574143779254,-0.44928574143779254,-0.44928574143779254,0.0,0.0,0.0,201.3751955728868
2022-03-31,135.8647797015154,208.9423636970508,216.16002885687863,132.31832574094793,139.22358623696468,76.75406399205198,76.75406399205198,76.75406399205198,57.774874865434846,57.774874865434846,57.774874865434846,4.434087662271652,4.434087662271652,4.434087662271652,14.52983225231156,14.52983225231156,14.52983225231156,76.73879478001807,76.73879478001807,76.73879478001807,0.015269212033912747,0.015269212033912747,0.015269212033912747,0.0,0.0,0.0,212.61884369356738
2022-04-30,138.47650587469872,191.71895384261552,199.84033105598957,134.39556229234853,142.28674281571202,57.41946365739201,57.41946365739201,57.41946365739201,70.80327717122356,70.80327717122356,70.80327717122356,-19.10064981364375,-19.10064981364375,-19.10064981364375,6.2051162736386685,6.2051162736386685,6.2051162736386685,57.907743631218466,57.907743631218466,57.907743631218466,-0.4882799738264701,-0.4882799738264701,-0.4882799738264701,0.0,0.0,0.0,195.89596953209073
