ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,c_high,c_high_lower,c_high_upper,c_low,c_low_lower,c_low_upper,c_open,c_open_lower,c_open_upper,extra_regressors_additive,extra_regressors_additive_lower,extra_regressors_additive_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2021-11-30,593.1867247805515,116.02730478495312,1035.3803353222106,131.07452305551953,1050.4275535873558,-15.047218269847171,-15.047218269847171,-15.047218269847171,-13.350312101039288,-13.350312101039288,-13.350312101039288,1.5408063474296805,1.5408063474296805,1.5408063474296805,-3.2377125162375635,-3.2377125162375635,-3.2377125162375635,-15.047218269847171,-15.047218269847171,-15.047218269847171,0.0,0.0,0.0,578.1395065107043
2021-12-31,636.7111584807285,-30.59526693032722,1083.363036764214,80.10368993185293,1194.0619936260834,-110.69895686097864,-110.69895686097864,-110.69895686097864,14.418983909838538,14.418983909838538,14.418983909838538,6.381997709776618,6.381997709776618,6.381997709776618,-131.4999384805938,-131.4999384805938,-131.4999384805938,-110.69895686097864,-110.69895686097864,-110.69895686097864,0.0,0.0,0.0,526.0122016197498
2022-01-31,680.2355921809058,56.18159576791307,1367.814985254564,17.19612637326609,1328.8295158574385,38.98546939653052,38.98546939653052,38.98546939653052,156.10508653107655,156.10508653107655,156.10508653107655,-41.98603804635981,-41.98603804635981,-41.98603804635981,-75.13357908818622,-75.13357908818622,-75.13357908818622,38.98546939653052,38.98546939653052,38.98546939653052,0.0,0.0,0.0,719.2210615774363
2022-02-28,719.5479839100982,-122.07752269742365,1388.71151078985,-52.93258189005822,1457.856451593696,-69.14494080588433,-69.14494080588433,-69.14494080588433,-69.03641698341016,-69.03641698341016,-69.03641698341016,15.230700955153756,15.230700955153756,15.230700955153756,-15.339224777627933,-15.339224777627933,-15.339224777627933,-69.14494080588433,-69.14494080588433,-69.14494080588433,0.0,0.0,0.0,650.4030431042139
2022-03-31,763.0724176102755,-179.81438103852068,1527.3265434491168,-94.33815942561668,1612.8027650679594,-85.4762216164646,-85.4762216164646,-85.4762216164646,-0.14791107594718325,-0.14791107594718325,-0.14791107594718325,-6.766736534180657,-6.766736534180657,-6.766736534180657,-78.56157400633676,-78.56157400633676,-78.56157400633676,-85.4762216164646,-85.4762216164646,-85.4762216164646,0.0,0.0,0.0,677.5961959938109
2022-04-30,805.1928373201242,-117.34028701372127,1816.7762435720472,-171.11004723534336,1763.0064833516108,53.76976022344696,53.76976022344696,53.76976022344696,-33.30142649929267,-33.30142649929267,-33.30142649929267,24.532808829632962,24.532808829632962,24.532808829632962,62.53837789310666,62.53837789310666,62.53837789310666,53.76976022344696,53.76976022344696,53.76976022344696,0.0,0.0,0.0,858.9625975435712
