c_name,c_date,c_price,c_open,c_high,c_low
台灣鋼鐵指數,2017-10-31,101.71,100.42,102.66,100.17
台灣鋼鐵指數,2017-09-30,100.42,103.71,104.39,99.61
台灣鋼鐵指數,2017-08-31,104.1,101.44,105.17,100.53
台灣鋼鐵指數,2017-07-31,101.3,101.27,104.79,99.95
台灣鋼鐵指數,2017-06-30,100.98,99.89,101.99,98.18
台灣鋼鐵指數,2017-05-31,99.91,98.97,100.0,95.69
台灣鋼鐵指數,2017-04-30,98.3,103.09,104.75,96.76
台灣鋼鐵指數,2017-03-31,103.09,105.87,106.89,102.17
台灣鋼鐵指數,2017-02-28,105.33,102.01,107.71,101.54
台灣鋼鐵指數,2017-01-31,101.14,98.2,101.42,96.9
台灣鋼鐵指數,2016-12-31,98.06,100.09,102.61,96.21
台灣鋼鐵指數,2016-11-30,100.09,90.8,102.15,89.31
台灣鋼鐵指數,2016-10-31,91.2,88.42,91.75,85.59
台灣鋼鐵指數,2016-09-30,88.15,87.59,90.22,85.53
台灣鋼鐵指數,2016-08-31,87.6,87.1,91.58,87.01
台灣鋼鐵指數,2016-07-31,87.24,83.16,90.15,82.57
台灣鋼鐵指數,2016-06-30,83.3,81.26,85.0,80.89
台灣鋼鐵指數,2016-05-31,81.52,89.15,89.62,78.53
台灣鋼鐵指數,2016-04-30,89.02,86.46,92.14,81.61
台灣鋼鐵指數,2016-03-31,87.1,82.35,90.86,82.06
台灣鋼鐵指數,2016-02-29,82.35,72.46,82.99,72.38
台灣鋼鐵指數,2016-01-31,72.32,73.25,73.28,69.8
台灣鋼鐵指數,2015-12-31,73.13,72.84,74.5,68.68
台灣鋼鐵指數,2015-11-30,72.97,78.46,81.67,70.69
台灣鋼鐵指數,2015-10-31,78.45,75.75,83.83,75.44
台灣鋼鐵指數,2015-09-30,75.88,75.58,79.2,74.23
台灣鋼鐵指數,2015-08-31,75.84,85.8,85.8,68.55
台灣鋼鐵指數,2015-07-31,86.06,93.33,93.98,84.62
台灣鋼鐵指數,2015-06-30,93.71,97.07,97.32,91.46
台灣鋼鐵指數,2015-05-31,97.07,100.28,100.46,97.07
台灣鋼鐵指數,2015-04-30,100.28,100.41,101.33,98.68
台灣鋼鐵指數,2015-03-31,100.42,100.62,101.03,97.98
台灣鋼鐵指數,2015-02-28,100.62,102.1,102.15,100.28
台灣鋼鐵指數,2015-01-31,102.1,101.14,102.47,99.98
台灣鋼鐵指數,2014-12-31,101.15,98.06,102.44,97.47
台灣鋼鐵指數,2014-11-30,99.11,99.81,99.9,96.95
台灣鋼鐵指數,2014-10-31,99.81,101.2,101.2,96.83
台灣鋼鐵指數,2014-09-30,101.38,102.82,104.24,99.24
台灣鋼鐵指數,2014-08-31,102.81,100.37,103.95,99.23
台灣鋼鐵指數,2014-07-31,100.84,97.84,101.83,96.67
台灣鋼鐵指數,2014-06-30,98.26,96.97,99.85,96.39
台灣鋼鐵指數,2014-05-31,96.58,99.1,100.5,96.58
台灣鋼鐵指數,2014-04-30,99.13,99.82,101.52,97.55
台灣鋼鐵指數,2014-03-31,100.17,98.81,100.47,97.66
台灣鋼鐵指數,2014-02-28,99.07,98.87,100.48,96.93
台灣鋼鐵指數,2014-01-31,99.92,103.12,103.19,99.9
台灣鋼鐵指數,2013-12-31,103.07,98.05,103.75,97.06
台灣鋼鐵指數,2013-11-30,98.06,99.16,99.32,95.81
台灣鋼鐵指數,2013-10-31,98.86,99.24,100.48,98.61
台灣鋼鐵指數,2013-09-30,99.37,97.44,100.55,97.31
台灣鋼鐵指數,2013-08-31,97.35,96.38,98.84,94.93
台灣鋼鐵指數,2013-07-31,95.87,93.22,99.21,90.19
台灣鋼鐵指數,2013-06-30,94.02,97.68,97.68,89.54
台灣鋼鐵指數,2013-05-31,98.15,97.28,99.58,96.01
台灣鋼鐵指數,2013-04-30,97.24,97.58,98.29,94.85
台灣鋼鐵指數,2013-03-31,97.59,102.14,102.86,96.63
台灣鋼鐵指數,2013-02-28,101.17,103.08,103.8,101.11
台灣鋼鐵指數,2013-01-31,103.06,101.78,105.54,99.65
台灣鋼鐵指數,2012-12-31,101.18,97.31,101.52,94.86
台灣鋼鐵指數,2012-11-30,97.2,91.75,97.2,90.76
台灣鋼鐵指數,2012-10-31,92.03,98.43,98.55,91.67
台灣鋼鐵指數,2012-09-30,98.79,93.23,98.94,88.91
台灣鋼鐵指數,2012-08-31,93.31,95.22,96.75,92.99
台灣鋼鐵指數,2012-07-31,95.57,99.43,99.98,91.22
台灣鋼鐵指數,2012-06-30,99.5,99.17,101.42,97.29
台灣鋼鐵指數,2012-05-31,99.83,103.13,104.0,98.11
台灣鋼鐵指數,2012-04-30,102.94,106.69,106.97,102.05
台灣鋼鐵指數,2012-03-31,107.69,110.2,111.72,105.37
台灣鋼鐵指數,2012-02-29,110.08,103.63,110.58,102.96
台灣鋼鐵指數,2012-01-31,103.57,101.05,103.76,99.97
台灣鋼鐵指數,2011-12-31,101.03,102.66,102.94,97.33
台灣鋼鐵指數,2011-11-30,101.49,106.05,106.69,96.14
台灣鋼鐵指數,2011-10-31,106.38,105.48,107.82,103.8
台灣鋼鐵指數,2011-09-30,106.72,112.61,112.69,104.66
台灣鋼鐵指數,2011-08-31,113.67,112.27,113.9,100.3
台灣鋼鐵指數,2011-07-31,111.69,119.2,121.33,108.31
台灣鋼鐵指數,2011-06-30,119.31,118.53,119.31,116.03
台灣鋼鐵指數,2011-05-31,118.57,122.82,122.82,116.83
台灣鋼鐵指數,2011-04-30,122.81,122.49,124.31,119.48
台灣鋼鐵指數,2011-03-31,122.54,118.22,123.59,116.28
台灣鋼鐵指數,2011-02-28,117.89,122.58,125.65,117.24
台灣鋼鐵指數,2011-01-31,120.7,119.8,122.88,117.1
