Open,High,Low,Close,Adj Close,Date
87.54000091552734,95.02999877929688,84.05000305175781,93.52999877929688,93.52999877929688,2000-03-01
93.69999694824219,96.87999725341797,85.5199966430664,91.51000213623047,91.51000213623047,2000-04-01
91.62000274658203,93.97000122070312,81.45999908447266,81.6500015258789,81.6500015258789,2000-05-01
81.5999984741211,84.19000244140625,69.80000305175781,69.86000061035156,69.86000061035156,2000-06-01
69.80999755859375,79.31999969482422,69.80999755859375,78.79000091552734,78.79000091552734,2000-07-01
78.97000122070312,81.66000366210938,75.87999725341797,77.56999969482422,77.56999969482422,2000-08-01
77.56999969482422,81.36000061035156,64.62000274658203,65.69999694824219,65.69999694824219,2000-09-01
65.7699966430664,70.79000091552734,61.790000915527344,70.22000122070312,70.22000122070312,2000-10-01
70.08000183105469,70.55000305175781,65.4000015258789,67.5199966430664,67.5199966430664,2000-11-01
67.5199966430664,75.0199966430664,64.30999755859375,71.43000030517578,71.43000030517578,2000-12-01
71.5,73.83000183105469,67.61000061035156,71.69999694824219,71.69999694824219,2001-01-01
71.69999694824219,76.05999755859375,70.02999877929688,74.16000366210938,74.16000366210938,2001-02-01
74.05999755859375,81.04000091552734,70.16999816894531,71.16999816894531,71.16999816894531,2001-03-01
71.19000244140625,88.01000213623047,68.13999938964844,86.41000366210938,86.41000366210938,2001-04-01
86.41000366210938,94.38999938964844,85.01000213623047,89.69999694824219,89.69999694824219,2001-05-01
89.69999694824219,98.29000091552734,84.06999969482422,86.72000122070312,86.72000122070312,2001-06-01
86.69999694824219,90.9000015258789,82.56999969482422,86.68000030517578,86.68000030517578,2001-07-01
86.68000030517578,89.80999755859375,84.5999984741211,86.47000122070312,86.47000122070312,2001-08-01
86.54000091552734,88.55999755859375,59.540000915527344,66.19999694824219,66.19999694824219,2001-09-01
66.23999786376953,73.12999725341797,63.959999084472656,68.5,68.5,2001-10-01
68.58999633789062,80.9000015258789,67.94999694824219,79.13999938964844,79.13999938964844,2001-11-01
