ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,High,High_lower,High_upper,Low,Low_lower,Low_upper,Open,Open_lower,Open_upper,additive_terms,additive_terms_lower,additive_terms_upper,extra_regressors_additive,extra_regressors_additive_lower,extra_regressors_additive_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2019-01-02 00:00:00.000000000,427.9248272148306,466.27798238468415,479.8823397250072,427.76470926239074,428.03992773973465,5.474907847309415,5.474907847309415,5.474907847309415,5.474907847309415,5.474907847309415,5.474907847309415,5.474907847309415,5.474907847309415,5.474907847309415,45.17325343626089,45.17325343626089,45.17325343626089,16.424723541928245,16.424723541928245,16.424723541928245,8.00100541506465,8.00100541506465,8.00100541506465,20.747524479268,20.747524479268,20.747524479268,0.0,0.0,0.0,473.0980806510915
2019-01-03 00:00:00.000000000,427.43542355365963,461.3981139198284,475.69805597545854,427.1733326694818,427.6411007477389,3.905470125616268,3.905470125616268,3.905470125616268,3.905470125616268,3.905470125616268,3.905470125616268,3.905470125616268,3.905470125616268,3.905470125616268,41.24180964659007,41.24180964659007,41.24180964659007,11.716410376848803,11.716410376848803,11.716410376848803,8.901900452171061,8.901900452171061,8.901900452171061,20.62349881757021,20.62349881757021,20.62349881757021,0.0,0.0,0.0,468.6772332002497
2019-01-04 00:00:00.000000000,426.9460198924887,453.3009521238335,466.7233091609567,426.6023881359077,427.24572162216526,1.5204718239673198,1.5204718239673198,1.5204718239673198,1.5204718239673198,1.5204718239673198,1.5204718239673198,1.5204718239673198,1.5204718239673198,1.5204718239673198,33.033640856205714,33.033640856205714,33.033640856205714,4.5614154719019595,4.5614154719019595,4.5614154719019595,7.986444417765005,7.986444417765005,7.986444417765005,20.48578096653875,20.48578096653875,20.48578096653875,0.0,0.0,0.0,459.9796607486944
2019-01-07 00:00:00.000000000,425.47780890897604,450.629696454467,465.3536378662135,424.78024565504677,426.1484718867529,1.5204718239673198,1.5204718239673198,1.5204718239673198,1.5204718239673198,1.5204718239673198,1.5204718239673198,1.5204718239673198,1.5204718239673198,1.5204718239673198,33.00512540140888,33.00512540140888,33.00512540140888,4.5614154719019595,4.5614154719019595,4.5614154719019595,8.456074474389883,8.456074474389883,8.456074474389883,19.987635455117044,19.987635455117044,19.987635455117044,0.0,0.0,0.0,458.4829343103849
2019-01-08 00:00:00.000000000,424.9884052478052,459.31988627634036,473.9181396742859,424.1749899659487,425.76448965987703,4.501719701028505,4.501719701028505,4.501719701028505,4.501719701028505,4.501719701028505,4.501719701028505,4.501719701028505,4.501719701028505,4.501719701028505,41.289247306573934,41.289247306573934,41.289247306573934,13.505159103085514,13.505159103085514,13.505159103085514,7.991500761716201,7.991500761716201,7.991500761716201,19.79258744177222,19.79258744177222,19.79258744177222,0.0,0.0,0.0,466.27765255437913
2019-01-09 00:00:00.000000000,424.4990015866343,458.9720667049137,473.38332084012376,423.5124864296823,425.3974868111282,4.799844488734599,4.799844488734599,4.799844488734599,4.799844488734599,4.799844488734599,4.799844488734599,4.799844488734599,4.799844488734599,4.799844488734599,41.98334319398759,41.98334319398759,41.98334319398759,14.399533466203795,14.399533466203795,14.399533466203795,8.00100541506475,8.00100541506475,8.00100541506475,19.582804312719038,19.582804312719038,19.582804312719038,0.0,0.0,0.0,466.4823447806219
2019-01-10 00:00:00.000000000,424.0095979254634,457.92204753817305,472.8560647705696,422.8695594346814,425.0712935161246,4.203594913322362,4.203594913322362,4.203594913322362,4.203594913322362,4.203594913322362,4.203594913322362,4.203594913322362,4.203594913322362,4.203594913322362,40.870868276724075,40.870868276724075,40.870868276724075,12.610784739967084,12.610784739967084,12.610784739967084,8.901900452164037,8.901900452164037,8.901900452164037,19.358183084592948,19.358183084592948,19.358183084592948,0.0,0.0,0.0,464.8804662021875
2019-01-11 00:00:00.000000000,423.5201942642925,456.0116296737293,470.2991919524503,422.207476982001,424.69398930619013,4.203594913322362,4.203594913322362,4.203594913322362,4.203594913322362,4.203594913322362,4.203594913322362,4.203594913322362,4.203594913322362,4.203594913322362,39.71586529458427,39.71586529458427,39.71586529458427,12.610784739967084,12.610784739967084,12.610784739967084,7.986444417744331,7.986444417744331,7.986444417744331,19.118636136872848,19.118636136872848,19.118636136872848,0.0,0.0,0.0,463.2360595588768
2019-01-14 00:00:00.000000000,422.05198328077967,453.6461374971968,468.4939917940022,420.18964439191456,423.72232640635434,4.203594913322362,4.203594913322362,4.203594913322362,4.203594913322362,4.203594913322362,4.203594913322362,4.203594913322362,4.203594913322362,4.203594913322362,39.37662274834643,39.37662274834643,39.37662274834643,12.610784739967084,12.610784739967084,12.610784739967084,8.456074474428236,8.456074474428236,8.456074474428236,18.309763533951116,18.309763533951116,18.309763533951116,0.0,0.0,0.0,461.4286060291261
2019-01-15 00:00:00.000000000,421.5625796196088,447.08889569088234,462.26653774677067,419.5752497017047,423.40506196761385,2.414846187085651,2.414846187085651,2.414846187085651,2.414846187085651,2.414846187085651,2.414846187085651,2.414846187085651,2.414846187085651,2.414846187085651,33.2459720954741,33.2459720954741,33.2459720954741,7.2445385612569515,7.2445385612569515,7.2445385612569515,7.991500761733694,7.991500761733694,7.991500761733694,18.009932772483452,18.009932772483452,18.009932772483452,0.0,0.0,0.0,454.8085517150829
2019-01-16 00:00:00.000000000,421.0731759584379,446.27647488891853,460.98560902963845,418.90075213491076,423.0987580778074,2.414846187085651,2.414846187085651,2.414846187085651,2.414846187085651,2.414846187085651,2.414846187085651,2.414846187085651,2.414846187085651,2.414846187085651,32.94056368971509,32.94056368971509,32.94056368971509,7.2445385612569515,7.2445385612569515,7.2445385612569515,8.001005415063581,8.001005415063581,8.001005415063581,17.69501971339456,17.69501971339456,17.69501971339456,0.0,0.0,0.0,454.013739648153
2019-01-17 00:00:00.000000000,420.58377229726705,444.26655931535237,459.7271658464135,418.2574497183879,422.85184731933805,1.8185966116734136,1.8185966116734136,1.8185966116734136,1.8185966116734136,1.8185966116734136,1.8185966116734136,1.8185966116734136,1.8185966116734136,1.8185966116734136,31.722814499910044,31.722814499910044,31.722814499910044,5.455789835020241,5.455789835020241,5.455789835020241,8.901900452172496,8.901900452172496,8.901900452172496,17.36512421271731,17.36512421271731,17.36512421271731,0.0,0.0,0.0,452.3065867971771
2019-01-18 00:00:00.000000000,420.09436863609614,442.69858337506884,458.2452102097832,417.5641450397622,422.51885762873377,1.8185966116734136,1.8185966116734136,1.8185966116734136,1.8185966116734136,1.8185966116734136,1.8185966116734136,1.8185966116734136,1.8185966116734136,1.8185966116734136,30.46267080441612,30.46267080441612,30.46267080441612,5.455789835020241,5.455789835020241,5.455789835020241,7.986444417744522,7.986444417744522,7.986444417744522,17.020436551651358,17.020436551651358,17.020436551651358,0.0,0.0,0.0,450.55703944051226
2019-01-21 00:00:00.000000000,418.62615765258346,440.05360404237916,456.0957728720829,415.4499294366102,421.70325491243403,1.8185966116734136,1.8185966116734136,1.8185966116734136,1.8185966116734136,1.8185966116734136,1.8185966116734136,1.8185966116734136,1.8185966116734136,1.8185966116734136,29.813349653979312,29.813349653979312,29.813349653979312,5.455789835020241,5.455789835020241,5.455789835020241,8.456074474387059,8.456074474387059,8.456074474387059,15.901485344572018,15.901485344572018,15.901485344572018,0.0,0.0,0.0,448.43950730656275
2019-01-22 00:00:00.000000000,418.1367539914126,445.17777269079994,461.0616011838951,414.71455102874125,421.49325762120014,3.905470125616268,3.905470125616268,3.905470125616268,3.905470125616268,3.905470125616268,3.905470125616268,3.905470125616268,3.905470125616268,3.905470125616268,35.21027935357994,35.21027935357994,35.21027935357994,11.716410376848803,11.716410376848803,11.716410376848803,7.991500761725764,7.991500761725764,7.991500761725764,15.502368215005376,15.502368215005376,15.502368215005376,0.0,0.0,0.0,453.34703334499255
2019-01-23 00:00:00.000000000,417.6473503302417,443.5984765961739,460.05828334016104,414.00159104565677,421.2086383426896,3.905470125616268,3.905470125616268,3.905470125616268,3.905470125616268,3.905470125616268,3.905470125616268,3.905470125616268,3.905470125616268,3.905470125616268,34.80923098664924,34.80923098664924,34.80923098664924,11.716410376848803,11.716410376848803,11.716410376848803,8.001005415063682,8.001005415063682,8.001005415063682,15.09181519473676,15.09181519473676,15.09181519473676,0.0,0.0,0.0,452.45658131689095
2019-01-24 00:00:00.000000000,417.1579466690707,441.0223403538486,458.26166315044367,413.3113168326053,420.99181184264955,3.0110957624978876,3.0110957624978876,3.0110957624978876,3.0110957624978876,3.0110957624978876,3.0110957624978876,3.0110957624978876,3.0110957624978876,3.0110957624978876,32.60638580856465,32.60638580856465,32.60638580856465,9.033287287493662,9.033287287493662,9.033287287493662,8.901900452168494,8.901900452168494,8.901900452168494,14.6711980689025,14.6711980689025,14.6711980689025,0.0,0.0,0.0,449.7643324776354
2019-01-25 00:00:00.000000000,416.6685430078998,439.1693756443198,457.00136799390407,412.51068450989146,420.7043347920615,3.0110957624978876,3.0110957624978876,3.0110957624978876,3.0110957624978876,3.0110957624978876,3.0110957624978876,3.0110957624978876,3.0110957624978876,3.0110957624978876,31.26191895300705,31.26191895300705,31.26191895300705,9.033287287493662,9.033287287493662,9.033287287493662,7.98644441770298,7.98644441770298,7.98644441770298,14.24218724781041,14.24218724781041,14.24218724781041,0.0,0.0,0.0,447.9304619609069
2019-01-28 00:00:00.000000000,415.2003320243871,434.2853698287884,452.5309444275577,410.4719192863756,420.08971499767523,2.414846187085651,2.414846187085651,2.414846187085651,2.414846187085651,2.414846187085651,2.414846187085651,2.414846187085651,2.414846187085651,2.414846187085651,28.62694301101671,28.62694301101671,28.62694301101671,7.2445385612569515,7.2445385612569515,7.2445385612569515,8.456074474406517,8.456074474406517,8.456074474406517,12.92632997535324,12.92632997535324,12.92632997535324,0.0,0.0,0.0,443.8272750354038
