ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2020-07-08,107.55914205998182,84.11974009602457,131.3086810506225,84.24583887278638,131.17293719577432,-0.15198739600553476,-0.15198739600553476,-0.15198739600553476,0.2135997220594429,0.2135997220594429,0.2135997220594429,-0.3655871180649776,-0.3655871180649776,-0.3655871180649776,0.0,0.0,0.0,107.40715466397629
2020-07-09,107.58391106904145,84.22774081313766,131.42942449056937,84.07254518363307,131.42584887616192,-0.06789733441001672,-0.06789733441001672,-0.06789733441001672,0.21650507435134772,0.21650507435134772,0.21650507435134772,-0.28440240876136447,-0.28440240876136447,-0.28440240876136447,0.0,0.0,0.0,107.51601373463143
2020-07-10,107.60868007810106,84.2665639963303,131.96108255034207,83.86208674741155,131.66764306506826,-0.023264014731065236,-0.023264014731065236,-0.023264014731065236,0.18186558776324924,0.18186558776324924,0.18186558776324924,-0.2051296024943145,-0.2051296024943145,-0.2051296024943145,0.0,0.0,0.0,107.58541606336999
2020-07-11,107.63344908716068,84.20111283597807,131.7385777782015,83.68767629882268,131.8903201109672,0.34850293583816033,0.34850293583816033,0.34850293583816033,0.47747676281740037,0.47747676281740037,0.47747676281740037,-0.12897382697923998,-0.12897382697923998,-0.12897382697923998,0.0,0.0,0.0,107.98195202299884
2020-07-12,107.65821809622028,81.85273721513366,130.20720364328955,83.52153005739805,131.98631541507007,-1.5164593586976163,-1.5164593586976163,-1.5164593586976163,-1.45940911665587,-1.45940911665587,-1.45940911665587,-0.05705024204174623,-0.05705024204174623,-0.05705024204174623,0.0,0.0,0.0,106.14175873752266
2020-07-13,107.6829871052799,83.63993180955421,131.5269562447642,83.30165216826289,132.17582503220922,0.1396474544995675,0.1396474544995675,0.1396474544995675,0.1300099615745892,0.1300099615745892,0.1300099615745892,0.009637492924978355,0.009637492924978355,0.009637492924978355,0.0,0.0,0.0,107.82263455977947
2020-07-14,107.7077561143395,83.53767164534096,133.06362419573233,83.02241077608824,132.39696214317235,0.31016724672505225,0.31016724672505225,0.31016724672505225,0.23995200808508246,0.23995200808508246,0.23995200808508246,0.07021523863996977,0.07021523863996977,0.07021523863996977,0.0,0.0,0.0,108.01792336106456
2020-07-15,107.73252512339913,83.67068908283748,133.135135205704,82.86639571349107,132.5958416603755,0.33755223037858684,0.33755223037858684,0.33755223037858684,0.21359972205814926,0.21359972205814926,0.21359972205814926,0.1239525083204376,0.1239525083204376,0.1239525083204376,0.0,0.0,0.0,108.07007735377772
2020-07-16,107.75729413245875,82.96129960042397,133.97221858067627,82.79567608467049,132.81235971742967,0.3867775307267619,0.3867775307267619,0.3867775307267619,0.2165050743488668,0.2165050743488668,0.2165050743488668,0.17027245637789515,0.17027245637789515,0.17027245637789515,0.0,0.0,0.0,108.14407166318551
2020-07-17,107.78206314151835,83.26531314590768,132.87120052982533,82.67530732969512,133.05058751035932,0.39062317787639556,0.39062317787639556,0.39062317787639556,0.18186558776479955,0.18186558776479955,0.18186558776479955,0.20875759011159592,0.20875759011159592,0.20875759011159592,0.0,0.0,0.0,108.17268631939474
2020-07-18,107.80683215057797,83.69086517360918,134.6407529266891,82.51760949932255,133.280694098916,0.7166279583948408,0.7166279583948408,0.7166279583948408,0.47747676282154056,0.47747676282154056,0.47747676282154056,0.23915119557330028,0.23915119557330028,0.23915119557330028,0.0,0.0,0.0,108.52346010897281
2020-07-19,107.8316011596376,81.29874521363894,132.61079175257075,82.51685843061631,133.51902289898337,-1.1980545256112685,-1.1980545256112685,-1.1980545256112685,-1.4594091166563667,-1.4594091166563667,-1.4594091166563667,0.2613545910450982,0.2613545910450982,0.2613545910450982,0.0,0.0,0.0,106.63354663402633
2020-07-20,107.85637016869723,82.6103499373239,133.8432342141193,82.37089789508309,133.74745712235355,0.4054303996294758,0.4054303996294758,0.4054303996294758,0.13000996157702197,0.13000996157702197,0.13000996157702197,0.2754204380524538,0.2754204380524538,0.2754204380524538,0.0,0.0,0.0,108.2618005683267
