ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,High,High_lower,High_upper,Low,Low_lower,Low_upper,Open,Open_lower,Open_upper,Volume,Volume_lower,Volume_upper,additive_terms,additive_terms_lower,additive_terms_upper,extra_regressors_additive,extra_regressors_additive_lower,extra_regressors_additive_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2001-01-01,212.8464118747936,53.3682062163384,76.67104556792671,212.8464118747936,212.8464118747936,-109.21152496625608,-109.21152496625608,-109.21152496625608,-91.1380991031011,-91.1380991031011,-91.1380991031011,57.94943131878686,57.94943131878686,57.94943131878686,0.5913587502956887,0.5913587502956887,0.5913587502956887,-146.740616156941,-146.740616156941,-146.740616156941,-141.80883400027463,-141.80883400027463,-141.80883400027463,-4.931782156666366,-4.931782156666366,-4.931782156666366,0.0,0.0,0.0,66.1057957178526
2001-02-01,212.87792753978133,60.10587754840646,84.33902486188445,212.87792753978133,212.87792753978133,-107.62823728909844,-107.62823728909844,-107.62823728909844,-89.40273735982765,-89.40273735982765,-89.40273735982765,57.86672988930479,57.86672988930479,57.86672988930479,0.5924751904932127,0.5924751904932127,0.5924751904932127,-140.696290444906,-140.696290444906,-140.696290444906,-138.5717695691281,-138.5717695691281,-138.5717695691281,-2.1245208757778964,-2.1245208757778964,-2.1245208757778964,0.0,0.0,0.0,72.18163709487533
2001-03-01,212.90639330170572,66.43918279587587,89.74385392450503,212.90639330170572,212.90639330170572,-104.09245565065649,-104.09245565065649,-104.09245565065649,-89.30234489342202,-89.30234489342202,-89.30234489342202,56.890837878101266,56.890837878101266,56.890837878101266,0.5922315081129607,0.5922315081129607,0.5922315081129607,-134.41683143843602,-134.41683143843602,-134.41683143843602,-135.91173115786427,-135.91173115786427,-135.91173115786427,1.4948997194282485,1.4948997194282485,1.4948997194282485,0.0,0.0,0.0,78.4895618632697
2001-04-01,212.93790896669347,68.44194115978375,91.85786703680816,212.93790896669347,212.93790896669347,-99.14378381858472,-99.14378381858472,-99.14378381858472,-90.75804112728277,-90.75804112728277,-90.75804112728277,58.07761948094126,58.07761948094126,58.07761948094126,0.5900676085763227,0.5900676085763227,0.5900676085763227,-133.40025756185432,-133.40025756185432,-133.40025756185432,-131.2341378563499,-131.2341378563499,-131.2341378563499,-2.1661197055044235,-2.1661197055044235,-2.1661197055044235,0.0,0.0,0.0,79.53765140483915
2001-05-01,212.96840799732675,78.94600426035319,101.661351653483,212.96840799732675,212.96840799732675,-94.61401234553188,-94.61401234553188,-94.61401234553188,-78.66069421561329,-78.66069421561329,-78.66069421561329,51.783944158721994,51.783944158721994,51.783944158721994,0.5912935183969752,0.5912935183969752,0.5912935183969752,-122.01846727661166,-122.01846727661166,-122.01846727661166,-120.89946888402619,-120.89946888402619,-120.89946888402619,-1.1189983925854552,-1.1189983925854552,-1.1189983925854552,0.0,0.0,0.0,90.94994072071509
2001-06-01,212.99992372217312,81.09347570013107,104.01252867079432,212.99992372217312,212.99992372217312,-91.84502750822261,-91.84502750822261,-91.84502750822261,-79.33476260803317,-79.33476260803317,-79.33476260803317,50.423487661055276,50.423487661055276,50.423487661055276,0.5890298965324186,0.5890298965324186,0.5890298965324186,-120.69073558512211,-120.69073558512211,-120.69073558512211,-120.16727255866809,-120.16727255866809,-120.16727255866809,-0.5234630264540201,-0.5234630264540201,-0.5234630264540201,0.0,0.0,0.0,92.30918813705101
2001-07-01,213.0304228107342,77.42289385439638,100.47598951271227,213.0304228107342,213.0304228107342,-97.09189629067765,-97.09189629067765,-97.09189629067765,-80.41040086607558,-80.41040086607558,-80.41040086607558,51.66402803243019,51.66402803243019,51.66402803243019,0.591764387734816,0.591764387734816,0.591764387734816,-123.8706672301005,-123.8706672301005,-123.8706672301005,-125.24650473658825,-125.24650473658825,-125.24650473658825,1.3758375064877557,1.3758375064877557,1.3758375064877557,0.0,0.0,0.0,89.1597555806337
2001-08-01,213.06193853558057,74.04431277177814,96.4116806020762,213.06193853558057,213.06193853558057,-97.86579456686854,-97.86579456686854,-97.86579456686854,-78.95470463221484,-78.95470463221484,-78.95470463221484,51.672296913435474,51.672296913435474,51.672296913435474,0.5926476426392372,0.5926476426392372,0.5926476426392372,-127.19395086498396,-127.19395086498396,-127.19395086498396,-124.55555464300868,-124.55555464300868,-124.55555464300868,-2.638396221975302,-2.638396221975302,-2.638396221975302,0.0,0.0,0.0,85.8679876705966
2001-09-01,213.09345426042697,53.626461409468966,77.76310036473818,213.09345426042697,213.09345426042697,-98.75328935979854,-98.75328935979854,-98.75328935979854,-96.92503271253013,-96.92503271253013,-96.92503271253013,51.730188545044385,51.730188545044385,51.730188545044385,0.5917096529232518,0.5917096529232518,0.5917096529232518,-148.00631432715272,-148.00631432715272,-148.00631432715272,-143.35642387436104,-143.35642387436104,-143.35642387436104,-4.64989045279169,-4.64989045279169,-4.64989045279169,0.0,0.0,0.0,65.08713993327424
2001-10-01,213.123953379328,60.70219517184214,83.26978654326055,213.123953379328,213.123953379328,-109.70852530039987,-109.70852530039987,-109.70852530039987,-93.75548662520012,-93.75548662520012,-93.75548662520012,60.124512986624275,60.124512986624275,60.124512986624275,0.5906726906712868,0.5906726906712868,0.5906726906712868,-141.34683639312317,-141.34683639312317,-141.34683639312317,-142.74882624830443,-142.74882624830443,-142.74882624830443,1.4019898551812762,1.4019898551812762,1.4019898551812762,0.0,0.0,0.0,71.77711698620482
2001-11-01,213.15546913552572,70.87977361841185,94.09756676209729,213.15546913552572,213.15546913552572,-104.19185463411758,-104.19185463411758,-104.19185463411758,-90.89429039068145,-90.89429039068145,-90.89429039068145,59.15275699335204,59.15275699335204,59.15275699335204,0.5922884923003426,0.5922884923003426,0.5922884923003426,-130.04663074634843,-130.04663074634843,-130.04663074634843,-135.34109953914663,-135.34109953914663,-135.34109953914663,5.2944687927981775,5.2944687927981775,5.2944687927981775,0.0,0.0,0.0,83.1088383891773
2001-12-01,213.1859682544267,71.45806683009833,94.83607403274269,213.1859682544267,213.1859682544267,-101.44417422198286,-101.44417422198286,-101.44417422198286,-84.4906570756298,-84.4906570756298,-84.4906570756298,54.8232705924764,54.8232705924764,54.8232705924764,0.5918228715060765,0.5918228715060765,0.5918228715060765,-130.0415807191004,-130.0415807191004,-130.0415807191004,-130.51973783363016,-130.51973783363016,-130.51973783363016,0.4781571145297508,0.4781571145297508,0.4781571145297508,0.0,0.0,0.0,83.1443875353263
2002-01-01,213.21748401062445,74.46161893022077,96.72850108785224,213.21748401062445,213.21748401062445,-96.82209982368875,-96.82209982368875,-96.82209982368875,-82.36806490294359,-82.36806490294359,-82.36806490294359,53.02862054802821,53.02862054802821,53.02862054802821,0.5922907416761605,0.5922907416761605,0.5922907416761605,-127.59113550206396,-127.59113550206396,-127.59113550206396,-125.56925343692797,-125.56925343692797,-125.56925343692797,-2.0218820651360003,-2.0218820651360003,-2.0218820651360003,0.0,0.0,0.0,85.62634850856048
2002-02-01,213.2489997840208,73.2457235735632,95.43976434524396,213.2489997840208,213.2489997840208,-96.75819738184185,-96.75819738184185,-96.75819738184185,-80.13073535666288,-80.13073535666288,-80.13073535666288,49.89005492278118,49.89005492278118,49.89005492278118,0.5921242878656497,0.5921242878656497,0.5921242878656497,-128.74051293667074,-128.74051293667074,-128.74051293667074,-126.4067535278579,-126.4067535278579,-126.4067535278579,-2.3337594088128157,-2.3337594088128157,-2.3337594088128157,0.0,0.0,0.0,84.50848684735007
2002-03-01,213.27746564386266,84.22385173815232,107.84808661588445,213.27746564386266,213.27746564386266,-93.55612006907404,-93.55612006907404,-93.55612006907404,-77.9651139333892,-77.9651139333892,-77.9651139333892,51.54824161435505,51.54824161435505,51.54824161435505,0.5908698859513063,0.5908698859513063,0.5908698859513063,-116.70813404375839,-116.70813404375839,-116.70813404375839,-119.38212250215688,-119.38212250215688,-119.38212250215688,2.6739884583984814,2.6739884583984814,2.6739884583984814,0.0,0.0,0.0,96.56933160010426
2002-04-01,213.30898141725905,77.6430793454784,100.43084475439572,213.30898141725905,213.30898141725905,-92.56922629268297,-92.56922629268297,-92.56922629268297,-77.37709857116518,-77.37709857116518,-77.37709857116518,48.467567620716935,48.467567620716935,48.467567620716935,0.5909336182661413,0.5909336182661413,0.5909336182661413,-124.30842682441188,-124.30842682441188,-124.30842682441188,-120.88782362486508,-120.88782362486508,-120.88782362486508,-3.420603199546819,-3.420603199546819,-3.420603199546819,0.0,0.0,0.0,89.00055459284717
2002-05-01,213.33948057810696,83.58839080256037,108.11080093055688,213.33948057810696,213.33948057810696,-91.22732918228155,-91.22732918228155,-91.22732918228155,-77.53485972436806,-77.53485972436806,-77.53485972436806,50.98173019720252,50.98173019720252,50.98173019720252,0.5909696082792248,0.5909696082792248,0.5909696082792248,-117.6348608692938,-117.6348608692938,-117.6348608692938,-117.18948910116787,-117.18948910116787,-117.18948910116787,-0.44537176812592616,-0.44537176812592616,-0.44537176812592616,0.0,0.0,0.0,95.70461970881315
2002-06-01,213.3709963776498,82.8657791193241,106.41868976789793,213.3709963776498,213.3709963776498,-90.19073591415992,-90.19073591415992,-90.19073591415992,-74.13584436082819,-74.13584436082819,-74.13584436082819,46.95411000816533,46.95411000816533,46.95411000816533,0.5909568618162577,0.5909568618162577,0.5909568618162577,-117.70811671819018,-117.70811671819018,-117.70811671819018,-116.78151340500654,-116.78151340500654,-116.78151340500654,-0.926603313183646,-0.926603313183646,-0.926603313183646,0.0,0.0,0.0,95.6628796594596
2002-07-01,213.4014955384977,65.13570577376939,88.78635488997494,213.4014955384977,213.4014955384977,-93.19402067684386,-93.19402067684386,-93.19402067684386,-88.01157679537948,-88.01157679537948,-88.01157679537948,47.690163457070604,47.690163457070604,47.690163457070604,0.5905272310350749,0.5905272310350749,0.5905272310350749,-136.07035287807196,-136.07035287807196,-136.07035287807196,-132.9249067841177,-132.9249067841177,-132.9249067841177,-3.145446093954276,-3.145446093954276,-3.145446093954276,0.0,0.0,0.0,77.33114266042574
2002-08-01,213.43301133804053,64.71368733711573,88.65071954858124,213.43301133804053,213.43301133804053,-104.78825395172247,-104.78825395172247,-104.78825395172247,-90.68633300427577,-90.68633300427577,-90.68633300427577,54.66200059658624,54.66200059658624,54.66200059658624,0.5898419212026123,0.5898419212026123,0.5898419212026123,-136.96781984635558,-136.96781984635558,-136.96781984635558,-140.22274443820936,-140.22274443820936,-140.22274443820936,3.254924591853783,3.254924591853783,3.254924591853783,0.0,0.0,0.0,76.46519149168495
2002-09-01,213.46452719069651,47.92224920056945,71.68262829237422,213.46452719069651,213.46452719069651,-109.05532501600625,-109.05532501600625,-109.05532501600625,-98.06520937547467,-98.06520937547467,-98.06520937547467,57.8543218355109,57.8543218355109,57.8543218355109,0.5907311744425473,0.5907311744425473,0.5907311744425473,-153.5386350279216,-153.5386350279216,-153.5386350279216,-148.67548138152745,-148.67548138152745,-148.67548138152745,-4.863153646394137,-4.863153646394137,-4.863153646394137,0.0,0.0,0.0,59.925892162774915
2002-10-01,213.49502640294426,51.75145446551284,76.20702588269815,213.49502640294426,213.49502640294426,-116.08428485937944,-116.08428485937944,-116.08428485937944,-99.21972821011852,-99.21972821011852,-99.21972821011852,63.093538157547215,63.093538157547215,63.093538157547215,0.5899079028932651,0.5899079028932651,0.5899079028932651,-149.37024473083954,-149.37024473083954,-149.37024473083954,-151.62056700905745,-151.62056700905745,-151.62056700905745,2.2503222782179186,2.2503222782179186,2.2503222782179186,0.0,0.0,0.0,64.12478167210472
2002-11-01,213.52654225560028,59.22925377691848,82.68267318002401,213.52654225560028,213.52654225560028,-111.85271033670986,-111.85271033670986,-111.85271033670986,-96.53780228311734,-96.53780228311734,-96.53780228311734,61.69586380821343,61.69586380821343,61.69586380821343,0.5919398390485974,0.5919398390485974,0.5919398390485974,-143.13943813145917,-143.13943813145917,-143.13943813145917,-146.10270897256518,-146.10270897256518,-146.10270897256518,2.9632708411060436,2.9632708411060436,2.9632708411060436,0.0,0.0,0.0,70.3871041241411
2002-12-01,213.557041467848,51.11334942761074,74.60493224023968,213.557041467848,213.557041467848,-111.19951546915459,-111.19951546915459,-111.19951546915459,-97.04693980422948,-97.04693980422948,-97.04693980422948,58.66067496981899,58.66067496981899,58.66067496981899,0.5915244543142602,0.5915244543142602,0.5915244543142602,-150.96985562258305,-150.96985562258305,-150.96985562258305,-148.99425584925083,-148.99425584925083,-148.99425584925083,-1.975599773332225,-1.975599773332225,-1.975599773332225,0.0,0.0,0.0,62.58718584526494
2003-01-01,213.58855732006293,54.445255898679044,76.93160568100406,213.58855732006293,213.58855732006293,-114.24539824851091,-114.24539824851091,-114.24539824851091,-98.73927776789455,-98.73927776789455,-98.73927776789455,62.510484246098144,62.510484246098144,62.510484246098144,0.5897541955457215,0.5897541955457215,0.5897541955457215,-148.94329026003302,-148.94329026003302,-148.94329026003302,-149.8844375747616,-149.8844375747616,-149.8844375747616,0.9411473147285331,0.9411473147285331,0.9411473147285331,0.0,0.0,0.0,64.64526706002991
2003-02-01,213.6200731722778,40.30156576435556,63.41479783587417,213.6200731722778,213.6200731722778,-120.28036013201567,-120.28036013201567,-120.28036013201567,-103.12788109477052,-103.12788109477052,-103.12788109477052,63.52772854947136,63.52772854947136,63.52772854947136,0.5882336174929488,0.5882336174929488,0.5882336174929488,-161.84286370718095,-161.84286370718095,-161.84286370718095,-159.29227905982188,-159.29227905982188,-159.29227905982188,-2.550584647359101,-2.550584647359101,-2.550584647359101,0.0,0.0,0.0,51.77720946509686
2003-03-01,213.64853910331064,42.33714313235884,67.18000641388451,213.64853910331064,213.64853910331064,-122.46714860183636,-122.46714860183636,-122.46714860183636,-106.10381196739414,-106.10381196739414,-106.10381196739414,65.09080891262658,65.09080891262658,65.09080891262658,0.5892248424366202,0.5892248424366202,0.5892248424366202,-159.0665658711904,-159.0665658711904,-159.0665658711904,-162.8909268141673,-162.8909268141673,-162.8909268141673,3.824360942976902,3.824360942976902,3.824360942976902,0.0,0.0,0.0,54.58197323212025
2003-04-01,213.68005495552558,37.49390569085953,60.81207400083639,213.68005495552558,213.68005495552558,-122.26835063491419,-122.26835063491419,-122.26835063491419,-106.21854660549907,-106.21854660549907,-106.21854660549907,68.06397010148083,68.06397010148083,68.06397010148083,0.588553778651003,0.588553778651003,0.588553778651003,-164.52852549786363,-164.52852549786363,-164.52852549786363,-159.8343733602814,-159.8343733602814,-159.8343733602814,-4.6941521375822175,-4.6941521375822175,-4.6941521375822175,0.0,0.0,0.0,49.15152945766195
2003-05-01,213.7105542068175,50.61839365069023,73.21942989255692,213.7105542068175,213.7105542068175,-116.53158299337352,-116.53158299337352,-116.53158299337352,-101.08416676319621,-101.08416676319621,-101.08416676319621,64.87164728512752,64.87164728512752,64.87164728512752,0.5902025711253853,0.5902025711253853,0.5902025711253853,-151.93433970022082,-151.93433970022082,-151.93433970022082,-152.15389990031682,-152.15389990031682,-152.15389990031682,0.21956020009600352,0.21956020009600352,0.21956020009600352,0.0,0.0,0.0,61.77621450659669
2003-06-01,213.74207009981913,56.259115727393805,78.07885483606714,213.74207009981913,213.74207009981913,-112.8680045964953,-112.8680045964953,-112.8680045964953,-94.27179112892757,-94.27179112892757,-94.27179112892757,61.36505178057053,61.36505178057053,61.36505178057053,0.5898899078867234,0.5898899078867234,0.5898899078867234,-146.55654788253878,-146.55654788253878,-146.55654788253878,-145.18485403696565,-145.18485403696565,-145.18485403696565,-1.3716938455731527,-1.3716938455731527,-1.3716938455731527,0.0,0.0,0.0,67.18552221728035
2003-07-01,213.77256935111106,45.26854366118562,69.11123561810304,213.77256935111106,213.77256935111106,-114.99799209952727,-114.99799209952727,-114.99799209952727,-95.48367865036867,-95.48367865036867,-95.48367865036867,60.94740388294292,60.94740388294292,60.94740388294292,0.5897249536600913,0.5897249536600913,0.5897249536600913,-156.51513222863852,-156.51513222863852,-156.51513222863852,-148.94454191329294,-148.94454191329294,-148.94454191329294,-7.570590315345578,-7.570590315345578,-7.570590315345578,0.0,0.0,0.0,57.25743712247254
2003-08-01,213.80408524411274,65.94709784482046,88.625234708563,213.80408524411274,213.80408524411274,-112.07280731196823,-112.07280731196823,-112.07280731196823,-95.19684068736154,-95.19684068736154,-95.19684068736154,60.707565320644676,60.707565320644676,60.707565320644676,0.5911053206202266,0.5911053206202266,0.5911053206202266,-136.76029254774124,-136.76029254774124,-136.76029254774124,-145.97097735806489,-145.97097735806489,-145.97097735806489,9.210684810323636,9.210684810323636,9.210684810323636,0.0,0.0,0.0,77.0437926963715
2003-09-01,213.83560113847776,48.400638350493004,73.02273232246375,213.83560113847776,213.83560113847776,-112.22900726221803,-112.22900726221803,-112.22900726221803,-95.02474009794892,-95.02474009794892,-95.02474009794892,58.9087824131225,58.9087824131225,58.9087824131225,0.5888199547894323,0.5888199547894323,0.5888199547894323,-152.89281989523624,-152.89281989523624,-152.89281989523624,-147.75614499225503,-147.75614499225503,-147.75614499225503,-5.13667490298123,-5.13667490298123,-5.13667490298123,0.0,0.0,0.0,60.94278124324151
2003-10-01,213.86610039108905,67.09041573856071,89.28041440661744,213.86610039108905,213.86610039108905,-106.9040385046381,-106.9040385046381,-106.9040385046381,-94.40086793873184,-94.40086793873184,-94.40086793873184,61.43948432904732,61.43948432904732,61.43948432904732,0.5889961558951529,0.5889961558951529,0.5889961558951529,-136.24029054657606,-136.24029054657606,-136.24029054657606,-139.27642595842747,-139.27642595842747,-139.27642595842747,3.036135411851415,3.036135411851415,3.036135411851415,0.0,0.0,0.0,77.62580984451299
2003-11-01,213.8976162854541,67.81045393798281,91.0743615131715,213.8976162854541,213.8976162854541,-105.25684838563356,-105.25684838563356,-105.25684838563356,-86.98613477053989,-86.98613477053989,-86.98613477053989,55.97697351643795,55.97697351643795,55.97697351643795,0.5902108188367169,0.5902108188367169,0.5902108188367169,-135.08839307738663,-135.08839307738663,-135.08839307738663,-135.6757988208988,-135.6757988208988,-135.6757988208988,0.5874057435121545,0.5874057435121545,0.5874057435121545,0.0,0.0,0.0,78.80922320806746
