ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2010-01-01,239.5217744359237,206.27689444595993,276.83702927542583,239.5217744359237,239.5217744359237,3.9762156540616416,3.9762156540616416,3.9762156540616416,3.9762156540616416,3.9762156540616416,3.9762156540616416,0.0,0.0,0.0,243.49799008998534
2010-02-01,242.01905771566175,220.566113825143,293.2554824325519,242.01905771566175,242.01905771566175,14.050006325257474,14.050006325257474,14.050006325257474,14.050006325257474,14.050006325257474,14.050006325257474,0.0,0.0,0.0,256.0690640409192
2010-03-01,244.27466842011273,231.57286420013364,299.0965885709705,244.27466842011273,244.27466842011273,21.373734698581963,21.373734698581963,21.373734698581963,21.373734698581963,21.373734698581963,21.373734698581963,0.0,0.0,0.0,265.6484031186947
2010-04-01,246.77195170356543,225.24600406727535,298.53689420632486,246.77195170356543,246.77195170356543,15.583343416410681,15.583343416410681,15.583343416410681,15.583343416410681,15.583343416410681,15.583343416410681,0.0,0.0,0.0,262.3552951199761
2010-05-01,249.1886774587661,217.04611329085554,290.9251353943429,249.1886774587661,249.1886774587661,3.1057942637452864,3.1057942637452864,3.1057942637452864,3.1057942637452864,3.1057942637452864,3.1057942637452864,0.0,0.0,0.0,252.2944717225114
2010-06-01,251.68596074421882,212.13597551690492,282.2637797142616,251.68596074421882,251.68596074421882,-2.8361404548384166,-2.8361404548384166,-2.8361404548384166,-2.8361404548384166,-2.8361404548384166,-2.8361404548384166,0.0,0.0,0.0,248.8498202893804
2010-07-01,254.10268650678768,215.45021475202927,291.67236350967244,254.10268650678768,254.10268650678768,0.5679270494747816,0.5679270494747816,0.5679270494747816,0.5679270494747816,0.5679270494747816,0.5679270494747816,0.0,0.0,0.0,254.67061355626245
2010-08-01,256.5999697930594,218.26756409706263,287.3019256873282,256.5999697930594,256.5999697930594,-5.088231225797984,-5.088231225797984,-5.088231225797984,-5.088231225797984,-5.088231225797984,-5.088231225797984,0.0,0.0,0.0,251.51173856726143
2010-09-01,259.09725308162933,206.07701661362785,281.06048152951564,259.09725308162933,259.09725308162933,-15.192765819828221,-15.192765819828221,-15.192765819828221,-15.192765819828221,-15.192765819828221,-15.192765819828221,0.0,0.0,0.0,243.9044872618011
2010-10-01,261.5139788449124,229.75527088853426,300.9428866819522,261.5139788449124,261.5139788449124,3.3286284759775655,3.3286284759775655,3.3286284759775655,3.3286284759775655,3.3286284759775655,3.3286284759775655,0.0,0.0,0.0,264.84260732088995
2010-11-01,264.01126213202355,236.33137754678782,307.4091742863493,264.01126213202355,264.01126213202355,9.001993589863073,9.001993589863073,9.001993589863073,9.001993589863073,9.001993589863073,9.001993589863073,0.0,0.0,0.0,273.0132557218866
2010-12-01,266.42798789450376,244.91965438820773,317.3939730288201,266.42798789450376,266.42798789450376,15.057046157770293,15.057046157770293,15.057046157770293,15.057046157770293,15.057046157770293,15.057046157770293,0.0,0.0,0.0,281.48503405227405
2011-01-01,268.9248523027627,237.98633872106268,311.5852453260525,268.9248523027627,268.9248523027627,4.516178607638026,4.516178607638026,4.516178607638026,4.516178607638026,4.516178607638026,4.516178607638026,0.0,0.0,0.0,273.44103091040074
2011-02-01,271.4207426274562,242.42937265136672,310.97863107322684,271.4207426274562,271.4207426274562,7.502688395377767,7.502688395377767,7.502688395377767,7.502688395377767,7.502688395377767,7.502688395377767,0.0,0.0,0.0,278.923431022834
2011-03-01,269.2100844099879,262.0507293257732,331.47547452959014,269.2100844099879,269.2100844099879,25.930689187617713,25.930689187617713,25.930689187617713,25.930689187617713,25.930689187617713,25.930689187617713,0.0,0.0,0.0,295.14077359760563
2011-04-01,266.7595776627386,247.9694602102619,318.55551207088274,266.7595776627386,266.7595776627386,16.11199653321425,16.11199653321425,16.11199653321425,16.11199653321425,16.11199653321425,16.11199653321425,0.0,0.0,0.0,282.87157419595286
2011-05-01,259.8709568368235,227.76460858800093,304.89450837669864,259.8709568368235,259.8709568368235,6.214679310057929,6.214679310057929,6.214679310057929,6.214679310057929,6.214679310057929,6.214679310057929,0.0,0.0,0.0,266.0856361468814
2011-06-01,252.7525243523422,214.6161128734887,287.69554602051545,252.7525243523422,252.7525243523422,-4.081365061930228,-4.081365061930228,-4.081365061930228,-4.081365061930228,-4.081365061930228,-4.081365061930228,0.0,0.0,0.0,248.67115929041196
