ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,Close_2y,Close_2y_lower,Close_2y_upper,High_2y,High_2y_lower,High_2y_upper,Low_2y,Low_2y_lower,Low_2y_upper,Open_2y,Open_2y_lower,Open_2y_upper,Volume_2y,Volume_2y_lower,Volume_2y_upper,additive_terms,additive_terms_lower,additive_terms_upper,extra_regressors_additive,extra_regressors_additive_lower,extra_regressors_additive_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2003-01-01,-11.959728581114978,-21.109240307681247,50.99089925602139,-11.959728581114978,-11.959728581114978,29.26257205595876,29.26257205595876,29.26257205595876,-77.83893652497156,-77.83893652497156,-77.83893652497156,48.73643658912098,48.73643658912098,48.73643658912098,39.602510015638494,39.602510015638494,39.602510015638494,-7.979810488898818,-7.979810488898818,-7.979810488898818,26.492911133543075,26.492911133543075,26.492911133543075,31.782771646847866,31.782771646847866,31.782771646847866,-5.289860513304791,-5.289860513304791,-5.289860513304791,0.0,0.0,0.0,14.533182552428096
2003-02-01,-5.54589784205701,-1.3412283496500486,67.77547445472108,-5.54589784205701,-5.54589784205701,28.728013707055986,28.728013707055986,28.728013707055986,-76.66789495978114,-76.66789495978114,-76.66789495978114,47.76383108809908,47.76383108809908,47.76383108809908,39.54362091491136,39.54362091491136,39.54362091491136,-8.041215643174969,-8.041215643174969,-8.041215643174969,37.16978638401362,37.16978638401362,37.16978638401362,31.326355107110327,31.326355107110327,31.326355107110327,5.843431276903295,5.843431276903295,5.843431276903295,0.0,0.0,0.0,31.62388854195661
2003-03-01,0.24723959967276612,14.133214476823513,83.4370267836442,0.24723959967276612,0.24723959967276612,29.377740551884234,29.377740551884234,29.377740551884234,-74.05273706916581,-74.05273706916581,-74.05273706916581,47.70756485676812,47.70756485676812,47.70756485676812,38.84871874946131,38.84871874946131,38.84871874946131,-8.027812906345053,-8.027812906345053,-8.027812906345053,48.642122748077696,48.642122748077696,48.642122748077696,33.8534741826028,33.8534741826028,33.8534741826028,14.78864856547489,14.78864856547489,14.78864856547489,0.0,0.0,0.0,48.88936234775046
2003-04-01,6.661070343704895,30.13067048151348,94.09947648106797,6.661070343704895,6.661070343704895,26.06609423039771,26.06609423039771,26.06609423039771,-70.39256811536791,-70.39256811536791,-70.39256811536791,48.52342827558044,48.52342827558044,48.52342827558044,39.693788795319925,39.693788795319925,39.693788795319925,-7.908796603295389,-7.908796603295389,-7.908796603295389,56.62765367484419,56.62765367484419,56.62765367484419,35.98194658263479,35.98194658263479,35.98194658263479,20.645707092209395,20.645707092209395,20.645707092209395,0.0,0.0,0.0,63.28872401854908
2003-05-01,12.868003321800504,36.03890501349368,99.19441396672158,12.868003321800504,12.868003321800504,25.351180171889464,25.351180171889464,25.351180171889464,-67.04222898016671,-67.04222898016671,-67.04222898016671,41.74331675305623,41.74331675305623,41.74331675305623,35.21225952743963,35.21225952743963,35.21225952743963,-7.9762226793474404,-7.9762226793474404,-7.9762226793474404,53.205085151911106,53.205085151911106,53.205085151911106,27.288304792871166,27.288304792871166,27.288304792871166,25.916780359039933,25.916780359039933,25.916780359039933,0.0,0.0,0.0,66.0730884737116
2003-06-01,19.28183407537386,29.755071242089635,97.3414564903968,19.28183407537386,19.28183407537386,25.998731900382975,25.998731900382975,25.998731900382975,-64.99421434296549,-64.99421434296549,-64.99421434296549,42.12110693702321,42.12110693702321,42.12110693702321,34.2435210229453,34.2435210229453,34.2435210229453,-7.8517215639950715,-7.8517215639950715,-7.8517215639950715,43.03798784254841,43.03798784254841,43.03798784254841,29.51742395339091,29.51742395339091,29.51742395339091,13.5205638891575,13.5205638891575,13.5205638891575,0.0,0.0,0.0,62.31982191792227
2003-07-01,25.488767055608903,19.507908707624498,89.14078712837812,25.488767055608903,25.488767055608903,26.007424080090164,26.007424080090164,26.007424080090164,-68.87493767171458,-68.87493767171458,-68.87493767171458,42.72396204229498,42.72396204229498,42.72396204229498,35.126871004939645,35.126871004939645,35.126871004939645,-8.00212089082186,-8.00212089082186,-8.00212089082186,28.6972516510628,28.6972516510628,28.6972516510628,26.981198564788354,26.981198564788354,26.981198564788354,1.7160530862744465,1.7160530862744465,1.7160530862744465,0.0,0.0,0.0,54.1860187066717
2003-08-01,31.90259780185178,15.317564120955726,80.85546012907982,31.90259780185178,31.90259780185178,26.053056787661717,26.053056787661717,26.053056787661717,-69.44733336643306,-69.44733336643306,-69.44733336643306,41.90809862348267,41.90809862348267,41.90809862348267,35.13275901546763,35.13275901546763,35.13275901546763,-8.050700656931523,-8.050700656931523,-8.050700656931523,17.530207783526638,17.530207783526638,17.530207783526638,25.595880403247424,25.595880403247424,25.595880403247424,-8.065672619720786,-8.065672619720786,-8.065672619720786,0.0,0.0,0.0,49.43280558537842
2003-09-01,38.3164285484265,16.319564127718557,81.86329181811205,38.3164285484265,38.3164285484265,30.457719576091044,30.457719576091044,30.457719576091044,-70.1037480567374,-70.1037480567374,-70.1037480567374,51.97979693089306,51.97979693089306,51.97979693089306,35.17398183501286,35.17398183501286,35.17398183501286,-7.999110429933911,-7.999110429933911,-7.999110429933911,11.67614737062077,11.67614737062077,11.67614737062077,39.508639855325654,39.508639855325654,39.508639855325654,-27.83249248470489,-27.83249248470489,-27.83249248470489,0.0,0.0,0.0,49.99257591904727
2003-10-01,44.52336152898267,42.02361944283715,108.85437088931229,44.52336152898267,44.52336152898267,29.957929950363013,29.957929950363013,29.957929950363013,-78.20653115664543,-78.20653115664543,-78.20653115664543,50.203384626861165,50.203384626861165,50.203384626861165,41.15131761419156,41.15131761419156,41.15131761419156,-7.942076629823826,-7.942076629823826,-7.942076629823826,31.20626699891427,31.20626699891427,31.20626699891427,35.16402440494649,35.16402440494649,35.16402440494649,-3.9577574060322216,-3.9577574060322216,-3.9577574060322216,0.0,0.0,0.0,75.72962852789693
2003-11-01,50.93719228223277,35.48829695801584,102.57861264008736,50.93719228223277,50.93719228223277,27.64586288033255,27.64586288033255,27.64586288033255,-74.12625519414956,-74.12625519414956,-74.12625519414956,48.5997909028925,48.5997909028925,48.5997909028925,40.459360575859996,40.459360575859996,40.459360575859996,-8.030947084803742,-8.030947084803742,-8.030947084803742,19.48778755712823,19.48778755712823,19.48778755712823,34.547812080131735,34.547812080131735,34.547812080131735,-15.060024523003507,-15.060024523003507,-15.060024523003507,0.0,0.0,0.0,70.424979839361
2003-12-01,57.144125269248974,51.47058653508406,115.59677974171908,57.144125269248974,57.144125269248974,26.720166336081782,26.720166336081782,26.720166336081782,-72.09399788086147,-72.09399788086147,-72.09399788086147,45.01079338893687,45.01079338893687,45.01079338893687,37.37646877947075,37.37646877947075,37.37646877947075,-8.005337547661037,-8.005337547661037,-8.005337547661037,25.361786480638397,25.361786480638397,25.361786480638397,29.008093075966894,29.008093075966894,29.008093075966894,-3.6463065953284954,-3.6463065953284954,-3.6463065953284954,0.0,0.0,0.0,82.50591174988737
2004-01-01,63.55795602517891,52.368180185668,117.08471818908126,63.55795602517891,63.55795602517891,25.03392137210165,25.03392137210165,25.03392137210165,-68.67538904997437,-68.67538904997437,-68.67538904997437,43.821159680266,43.821159680266,43.821159680266,36.09855463655244,36.09855463655244,36.09855463655244,-8.031070802374481,-8.031070802374481,-8.031070802374481,20.2714957746417,20.2714957746417,20.2714957746417,28.247175836571234,28.247175836571234,28.247175836571234,-7.975680061929534,-7.975680061929534,-7.975680061929534,0.0,0.0,0.0,83.82945179982062
2004-02-01,69.97178678110888,69.04582369313216,135.67420647437382,69.97178678110888,69.97178678110888,25.942233552592047,25.942233552592047,25.942233552592047,-68.6281251074994,-68.6281251074994,-68.6281251074994,42.56721996008539,42.56721996008539,42.56721996008539,33.863680262738235,33.863680262738235,33.863680262738235,-8.021915702139895,-8.021915702139895,-8.021915702139895,33.49758626614536,33.49758626614536,33.49758626614536,25.723092965776377,25.723092965776377,25.723092965776377,7.774493300368987,7.774493300368987,7.774493300368987,0.0,0.0,0.0,103.46937304725424
2004-03-01,75.9718220064217,80.65663905322415,148.8393688536382,75.9718220064217,75.9718220064217,24.32335257444922,24.32335257444922,24.32335257444922,-66.25978379310587,-66.25978379310587,-66.25978379310587,41.35346996132499,41.35346996132499,41.35346996132499,35.04442311919571,35.04442311919571,35.04442311919571,-7.952922536858498,-7.952922536858498,-7.952922536858498,40.80151071911599,40.80151071911599,40.80151071911599,26.508539325005554,26.508539325005554,26.508539325005554,14.292971394110427,14.292971394110427,14.292971394110427,0.0,0.0,0.0,116.7733327255377
2004-04-01,82.38565277512899,91.27064467667861,156.6779675267881,82.38565277512899,82.38565277512899,25.642360772387157,25.642360772387157,25.642360772387157,-65.52985097781777,-65.52985097781777,-65.52985097781777,41.02390929503314,41.02390929503314,41.02390929503314,32.85077156198224,32.85077156198224,32.85077156198224,-7.956427868029407,-7.956427868029407,-7.956427868029407,45.63588840017326,45.63588840017326,45.63588840017326,26.03076278355536,26.03076278355536,26.03076278355536,19.605125616617894,19.605125616617894,19.605125616617894,0.0,0.0,0.0,128.02154117530225
