ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,High,High_lower,High_upper,Low,Low_lower,Low_upper,Open,Open_lower,Open_upper,additive_terms,additive_terms_lower,additive_terms_upper,extra_regressors_additive,extra_regressors_additive_lower,extra_regressors_additive_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2001-11-01,85.39731388290933,-51.73826804046668,-35.13522034690534,85.39731388290933,85.39731388290933,-111.73088663300835,-111.73088663300835,-111.73088663300835,-108.26572608369514,-108.26572608369514,-108.26572608369514,87.04628837920345,87.04628837920345,87.04628837920345,-128.75930037964233,-128.75930037964233,-128.75930037964233,-132.95032433750004,-132.95032433750004,-132.95032433750004,4.191023957857715,4.191023957857715,4.191023957857715,0.0,0.0,0.0,-43.361986496732996
2001-12-01,86.7231529857948,-49.66559797724852,-32.27731225225385,86.7231529857948,86.7231529857948,-109.07090350856149,-109.07090350856149,-109.07090350856149,-101.59421990173996,-101.59421990173996,-101.59421990173996,81.33540268021673,81.33540268021673,81.33540268021673,-127.60616892304186,-127.60616892304186,-127.60616892304186,-129.32972073008472,-129.32972073008472,-129.32972073008472,1.7235518070428681,1.7235518070428681,1.7235518070428681,0.0,0.0,0.0,-40.883015937247066
2002-01-01,88.0931867254431,-48.53018616425626,-32.12270607999777,88.0931867254431,88.0931867254431,-104.5963511388234,-104.5963511388234,-104.5963511388234,-99.38283675327631,-99.38283675327631,-99.38283675327631,78.96813776134503,78.96813776134503,78.96813776134503,-128.71247391100422,-128.71247391100422,-128.71247391100422,-125.01105013075464,-125.01105013075464,-125.01105013075464,-3.7014237802496046,-3.7014237802496046,-3.7014237802496046,0.0,0.0,0.0,-40.61928718556112
2002-02-01,89.46322046509141,-41.75656669604591,-25.185278609659946,89.46322046509141,89.46322046509141,-104.53448826125837,-104.53448826125837,-104.53448826125837,-97.05191660767733,-97.05191660767733,-97.05191660767733,74.8281571990018,74.8281571990018,74.8281571990018,-122.46041223090421,-122.46041223090421,-122.46041223090421,-126.7582476699339,-126.7582476699339,-126.7582476699339,4.297835439029683,4.297835439029683,4.297835439029683,0.0,0.0,0.0,-32.9971917658128
2002-03-01,90.70067029445116,-29.186732856027035,-12.092223653067636,90.70067029445116,90.70067029445116,-101.4346111512712,-101.4346111512712,-101.4346111512712,-94.79570423536906,-94.79570423536906,-94.79570423536906,77.01541771591764,77.01541771591764,77.01541771591764,-111.2200866225618,-111.2200866225618,-111.2200866225618,-119.21489767072262,-119.21489767072262,-119.21489767072262,7.994811048160813,7.994811048160813,7.994811048160813,0.0,0.0,0.0,-20.519416328110637
2002-04-01,92.07070403409946,-38.076912098750334,-19.84372680235979,92.07070403409946,92.07070403409946,-100.47921590980553,-100.47921590980553,-100.47921590980553,-94.18309137464493,-94.18309137464493,-94.18309137464493,72.95180013533117,72.95180013533117,72.95180013533117,-120.72645618484158,-120.72645618484158,-120.72645618484158,-121.71050714911932,-121.71050714911932,-121.71050714911932,0.9840509642777314,0.9840509642777314,0.9840509642777314,0.0,0.0,0.0,-28.655752150742117
2002-05-01,93.3965431369849,-31.254611757008615,-14.3006800288667,93.3965431369849,93.3965431369849,-99.18014792043967,-99.18014792043967,-99.18014792043967,-94.34745189578712,-94.34745189578712,-94.34745189578712,76.26815079994469,76.26815079994469,76.26815079994469,-116.15958503054134,-116.15958503054134,-116.15958503054134,-117.25944901628209,-117.25944901628209,-117.25944901628209,1.0998639857407617,1.0998639857407617,1.0998639857407617,0.0,0.0,0.0,-22.763041893556434
2002-06-01,94.76657687663321,-29.69565531637978,-12.431030407289505,94.76657687663321,94.76657687663321,-98.17663943817897,-98.17663943817897,-98.17663943817897,-90.80625100330066,-90.80625100330066,-90.80625100330066,70.9554470728073,70.9554470728073,70.9554470728073,-115.66062492313576,-115.66062492313576,-115.66062492313576,-118.02744336867232,-118.02744336867232,-118.02744336867232,2.366818445536582,2.366818445536582,2.366818445536582,0.0,0.0,0.0,-20.894048046502547
2002-07-01,96.09241597951866,-45.82280995310826,-28.309048672360507,96.09241597951866,96.09241597951866,-101.08406882893595,-101.08406882893595,-101.08406882893595,-105.26242457880437,-105.26242457880437,-105.26242457880437,71.92635140783253,71.92635140783253,71.92635140783253,-133.28696725867997,-133.28696725867997,-133.28696725867997,-134.42014199990783,-134.42014199990783,-134.42014199990783,1.1331747412278208,1.1331747412278208,1.1331747412278208,0.0,0.0,0.0,-37.1945512791613
2002-08-01,97.46244971916698,-47.53173944516127,-30.735613540388453,97.46244971916698,97.46244971916698,-112.30825076649873,-112.30825076649873,-112.30825076649873,-108.04906955126569,-108.04906955126569,-108.04906955126569,81.12267663654134,81.12267663654134,81.12267663654134,-136.34426337665852,-136.34426337665852,-136.34426337665852,-139.2346436812231,-139.2346436812231,-139.2346436812231,2.890380304564604,2.890380304564604,2.890380304564604,0.0,0.0,0.0,-38.881813657491534
2002-09-01,98.83248345881526,-62.082365695241954,-45.64860661025092,98.83248345881526,98.83248345881526,-116.43913038833664,-116.43913038833664,-116.43913038833664,-115.73661455960121,-115.73661455960121,-115.73661455960121,85.33356449295292,85.33356449295292,85.33356449295292,-152.68515357676716,-152.68515357676716,-152.68515357676716,-146.84218045498494,-146.84218045498494,-146.84218045498494,-5.842973121782235,-5.842973121782235,-5.842973121782235,0.0,0.0,0.0,-53.8526701179519
2002-10-01,100.1583225617007,-50.764274804258584,-33.36168736228654,100.1583225617007,100.1583225617007,-123.24374801534134,-123.24374801534134,-123.24374801534134,-116.93942851904605,-116.93942851904605,-116.93942851904605,92.24444555297045,92.24444555297045,92.24444555297045,-142.48437464720445,-142.48437464720445,-142.48437464720445,-147.93873098141694,-147.93873098141694,-147.93873098141694,5.45435633421248,5.45435633421248,5.45435633421248,0.0,0.0,0.0,-42.32605208550375
2002-11-01,101.528356301349,-47.300049655606095,-30.0819345995058,101.528356301349,101.528356301349,-119.1472319975285,-119.1472319975285,-119.1472319975285,-114.1453139092232,-114.1453139092232,-114.1453139092232,90.40081845396017,90.40081845396017,90.40081845396017,-140.64229319204696,-140.64229319204696,-140.64229319204696,-142.8917274527915,-142.8917274527915,-142.8917274527915,2.2494342607445548,2.2494342607445548,2.2494342607445548,0.0,0.0,0.0,-39.11393689069796
2002-12-01,102.85419540423446,-51.144518586392664,-34.61591518488551,102.85419540423446,102.85419540423446,-118.51488504880804,-118.51488504880804,-118.51488504880804,-114.67574935929512,-114.67574935929512,-114.67574935929512,86.39719887280033,86.39719887280033,86.39719887280033,-145.19610913291046,-145.19610913291046,-145.19610913291046,-146.79343553530282,-146.79343553530282,-146.79343553530282,1.5973264023923557,1.5973264023923557,1.5973264023923557,0.0,0.0,0.0,-42.341913728676005
2003-01-01,104.22422914388278,-50.36453082851589,-33.72954298745955,104.22422914388278,104.22422914388278,-121.46355286197509,-121.46355286197509,-121.46355286197509,-116.43888016817684,-116.43888016817684,-116.43888016817684,91.47535796697888,91.47535796697888,91.47535796697888,-146.7568873211246,-146.7568873211246,-146.7568873211246,-146.42707506317305,-146.42707506317305,-146.42707506317305,-0.3298122579515355,-0.3298122579515355,-0.3298122579515355,0.0,0.0,0.0,-42.532658177241814
2003-02-01,105.59426288353106,-57.47721046979196,-40.38993098234107,105.59426288353106,105.59426288353106,-127.30589780715415,-127.30589780715415,-127.30589780715415,-121.01106486160442,-121.01106486160442,-121.01106486160442,92.81717207761676,92.81717207761676,92.81717207761676,-154.68192746438535,-154.68192746438535,-154.68192746438535,-155.49979059114182,-155.49979059114182,-155.49979059114182,0.8178631267564639,0.8178631267564639,0.8178631267564639,0.0,0.0,0.0,-49.087664580854295
2003-03-01,106.83171271289082,-50.75563929018197,-33.37478975034277,106.83171271289082,106.83171271289082,-129.42289089003563,-129.42289089003563,-129.42289089003563,-124.11148305187045,-124.11148305187045,-124.11148305187045,94.87898090799092,94.87898090799092,94.87898090799092,-148.71676359558006,-148.71676359558006,-148.71676359558006,-158.65539303391517,-158.65539303391517,-158.65539303391517,9.938629438335091,9.938629438335091,9.938629438335091,0.0,0.0,0.0,-41.88505088268924
2003-04-01,108.20174645253913,-54.06581050412928,-36.902515274320265,108.20174645253913,108.20174645253913,-129.23043792685547,-129.23043792685547,-129.23043792685547,-124.23101719908689,-124.23101719908689,-124.23101719908689,98.8007818197055,98.8007818197055,98.8007818197055,-153.92411708847467,-153.92411708847467,-153.92411708847467,-154.66067330623687,-154.66067330623687,-154.66067330623687,0.7365562177622049,0.7365562177622049,0.7365562177622049,0.0,0.0,0.0,-45.72237063593555
2003-05-01,109.52758555542458,-47.68737800433025,-29.36652871535396,109.52758555542458,109.52758555542458,-123.67676980447165,-123.67676980447165,-123.67676980447165,-118.88185912379299,-118.88185912379299,-118.88185912379299,94.58989188255873,94.58989188255873,94.58989188255873,-147.96994580953742,-147.96994580953742,-147.96994580953742,-147.9687370457059,-147.9687370457059,-147.9687370457059,-0.0012087638315605542,-0.0012087638315605542,-0.0012087638315605542,0.0,0.0,0.0,-38.44236025411284
2003-06-01,110.89761929507286,-35.29375186803189,-18.031003217566823,110.89761929507286,110.89761929507286,-120.13012126858416,-120.13012126858416,-120.13012126858416,-111.7845123642593,-111.7845123642593,-111.7845123642593,89.96445499123243,89.96445499123243,89.96445499123243,-138.22418710259993,-138.22418710259993,-138.22418710259993,-141.95017864161105,-141.95017864161105,-141.95017864161105,3.7259915390111242,3.7259915390111242,3.7259915390111242,0.0,0.0,0.0,-27.32656780752707
2003-07-01,112.22345839795832,-42.41426686620943,-26.187842425373468,112.22345839795832,112.22345839795832,-122.19212629228561,-122.19212629228561,-122.19212629228561,-113.04709482227179,-113.04709482227179,-113.04709482227179,89.41354913660476,89.41354913660476,89.41354913660476,-146.33980426731648,-146.33980426731648,-146.33980426731648,-145.82567197795262,-145.82567197795262,-145.82567197795262,-0.5141322893638558,-0.5141322893638558,-0.5141322893638558,0.0,0.0,0.0,-34.116345869358156
2003-08-01,113.59349213760663,-32.08507491765146,-14.493749874242383,113.59349213760663,113.59349213760663,-119.36030417191367,-119.36030417191367,-119.36030417191367,-112.74825802927124,-112.74825802927124,-112.74825802927124,89.09718583420069,89.09718583420069,89.09718583420069,-136.8804338454085,-136.8804338454085,-136.8804338454085,-143.01137636698422,-143.01137636698422,-143.01137636698422,6.13094252157573,6.13094252157573,6.13094252157573,0.0,0.0,0.0,-23.286941707801873
2003-09-01,114.96352587725494,-48.01459367203554,-30.792678037954783,114.96352587725494,114.96352587725494,-119.51151871268374,-119.51151871268374,-119.51151871268374,-112.56895823340602,-112.56895823340602,-112.56895823340602,86.72446938911091,86.72446938911091,86.72446938911091,-154.55643268392498,-154.55643268392498,-154.55643268392498,-145.35600755697885,-145.35600755697885,-145.35600755697885,-9.200425126946115,-9.200425126946115,-9.200425126946115,0.0,0.0,0.0,-39.592906806670044
2003-10-01,116.28936498014038,-20.539791397311205,-3.360201619619659,116.28936498014038,116.28936498014038,-114.35650615343016,-114.35650615343016,-114.35650615343016,-111.91898863611765,-111.91898863611765,-111.91898863611765,90.06263656227266,90.06263656227266,90.06263656227266,-128.3990236781022,-128.3990236781022,-128.3990236781022,-136.21285822727518,-136.21285822727518,-136.21285822727518,7.8138345491729675,7.8138345491729675,7.8138345491729675,0.0,0.0,0.0,-12.10965869796182
2003-11-01,117.65939871978868,-24.691045337898853,-7.930825453024841,117.65939871978868,117.65939871978868,-112.76188914485908,-112.76188914485908,-112.76188914485908,-104.1940868912179,-104.1940868912179,-104.1940868912179,82.8572149506049,82.8572149506049,82.8572149506049,-133.8052346499586,-133.8052346499586,-133.8052346499586,-134.09876108547206,-134.09876108547206,-134.09876108547206,0.2935264355134912,0.2935264355134912,0.2935264355134912,0.0,0.0,0.0,-16.145835930169923
2003-12-01,118.98523782267412,-6.307418025067891,11.373767643385255,118.98523782267412,118.98523782267412,-98.46532412689913,-98.46532412689913,-98.46532412689913,-100.83218579459668,-100.83218579459668,-100.83218579459668,81.24267263539458,81.24267263539458,81.24267263539458,-116.52974336751926,-116.52974336751926,-116.52974336751926,-118.05483728610123,-118.05483728610123,-118.05483728610123,1.525093918581966,1.525093918581966,1.525093918581966,0.0,0.0,0.0,2.455494455154863
2004-01-01,120.35527156232243,-5.004560188713166,11.770928608123597,120.35527156232243,120.35527156232243,-98.27974073815403,-98.27974073815403,-98.27974073815403,-93.85437603219829,-93.85437603219829,-93.85437603219829,71.93725862173906,71.93725862173906,71.93725862173906,-117.18884951515948,-117.18884951515948,-117.18884951515948,-120.19685814861326,-120.19685814861326,-120.19685814861326,3.0080086334537657,3.0080086334537657,3.0080086334537657,0.0,0.0,0.0,3.1664220471629534
