ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,High,High_lower,High_upper,Low,Low_lower,Low_upper,Open,Open_lower,Open_upper,Volume,Volume_lower,Volume_upper,additive_terms,additive_terms_lower,additive_terms_upper,extra_regressors_additive,extra_regressors_additive_lower,extra_regressors_additive_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2003-01-01,228.81724916286151,61.49290308699441,74.58252594330713,228.81724916286151,228.81724916286151,-121.7866485543402,-121.7866485543402,-121.7866485543402,-97.0043400927275,-97.0043400927275,-97.0043400927275,62.09358578119912,62.09358578119912,62.09358578119912,-1.0747166139477151,-1.0747166139477151,-1.0747166139477151,-161.01573678891924,-161.01573678891924,-161.01573678891924,-157.7721194798163,-157.7721194798163,-157.7721194798163,-3.243617309102935,-3.243617309102935,-3.243617309102935,0.0,0.0,0.0,67.80151237394227
2003-02-01,228.83435022329192,64.6309703504022,78.51701466807626,228.83435022329192,228.83435022329192,-120.18194513608506,-120.18194513608506,-120.18194513608506,-95.31534940435454,-95.31534940435454,-95.31534940435454,62.01288552589383,62.01288552589383,62.01288552589383,-1.0822803733547663,-1.0822803733547663,-1.0822803733547663,-157.39726509963492,-157.39726509963492,-157.39726509963492,-154.5666893879005,-154.5666893879005,-154.5666893879005,-2.83057571173439,-2.83057571173439,-2.83057571173439,0.0,0.0,0.0,71.437085123657
2003-03-01,228.84979634239033,70.88328415016304,83.63588016619354,228.84979634239033,228.84979634239033,-116.59833808823028,-116.59833808823028,-116.59833808823028,-95.21763955109137,-95.21763955109137,-95.21763955109137,61.06060774491936,61.06060774491936,61.06060774491936,-1.0806294520604132,-1.0806294520604132,-1.0806294520604132,-151.87973845987776,-151.87973845987776,-151.87973845987776,-151.8359993464627,-151.8359993464627,-151.8359993464627,-0.04373911341506355,-0.04373911341506355,-0.04373911341506355,0.0,0.0,0.0,76.97005788251258
2003-04-01,228.86689740282074,75.09996882606879,89.07202496619514,228.86689740282074,228.86689740282074,-111.5827299269642,-111.5827299269642,-111.5827299269642,-96.63443774512818,-96.63443774512818,-96.63443774512818,62.21867209994557,62.21867209994557,62.21867209994557,-1.0659692709665587,-1.0659692709665587,-1.0659692709665587,-146.41867764979952,-146.41867764979952,-146.41867764979952,-147.06446484311337,-147.06446484311337,-147.06446484311337,0.6457871933138647,0.6457871933138647,0.6457871933138647,0.0,0.0,0.0,82.44821975302122
2003-05-01,228.88344681614052,86.70595794674713,100.14660625746913,228.88344681614052,228.88344681614052,-106.99168822325052,-106.99168822325052,-106.99168822325052,-84.8603472062183,-84.8603472062183,-84.8603472062183,56.07728852284129,56.07728852284129,56.07728852284129,-1.0742746750166114,-1.0742746750166114,-1.0742746750166114,-135.67806231096898,-135.67806231096898,-135.67806231096898,-136.8490215816441,-136.8490215816441,-136.8490215816441,1.1709592706751364,1.1709592706751364,1.1709592706751364,0.0,0.0,0.0,93.20538450517154
2003-06-01,228.90054787657093,81.52815905970375,94.48623861374205,228.90054787657093,228.90054787657093,-104.18524976141934,-104.18524976141934,-104.18524976141934,-85.51640364658238,-85.51640364658238,-85.51640364658238,54.74975178562748,54.74975178562748,54.74975178562748,-1.0589388861315292,-1.0589388861315292,-1.0589388861315292,-140.98458830745216,-140.98458830745216,-140.98458830745216,-136.01084050850577,-136.01084050850577,-136.01084050850577,-4.973747798946412,-4.973747798946412,-4.973747798946412,0.0,0.0,0.0,87.91595956911877
2003-07-01,228.91709728989065,86.57998448374295,100.3527466519286,228.91709728989065,228.91709728989065,-109.5030883216019,-109.5030883216019,-109.5030883216019,-86.56329949301988,-86.56329949301988,-86.56329949301988,55.96027407567186,55.96027407567186,55.96027407567186,-1.0774647629330842,-1.0774647629330842,-1.0774647629330842,-135.23135225817433,-135.23135225817433,-135.23135225817433,-141.183578501883,-141.183578501883,-141.183578501883,5.952226243708664,5.952226243708664,5.952226243708664,0.0,0.0,0.0,93.68574503171632
2003-08-01,228.93419835032108,78.40160993895009,91.63951346671925,228.93419835032108,228.93419835032108,-110.28745444080101,-110.28745444080101,-110.28745444080101,-85.14650129898305,-85.14650129898305,-85.14650129898305,55.96834286848719,55.96834286848719,55.96834286848719,-1.0834487176553853,-1.0834487176553853,-1.0834487176553853,-143.80967323439216,-143.80967323439216,-143.80967323439216,-140.54906158895227,-140.54906158895227,-140.54906158895227,-3.2606116454399197,-3.2606116454399197,-3.2606116454399197,0.0,0.0,0.0,85.12452511592892
2003-09-01,228.9512994107515,58.06434414996991,72.5025328016315,228.9512994107515,228.9512994107515,-111.18695359491772,-111.18695359491772,-111.18695359491772,-102.63663953020297,-102.63663953020297,-102.63663953020297,56.02483366254973,56.02483366254973,56.02483366254973,-1.0770939406115836,-1.0770939406115836,-1.0770939406115836,-163.32848159950305,-163.32848159950305,-163.32848159950305,-158.87585340318253,-158.87585340318253,-158.87585340318253,-4.45262819632053,-4.45262819632053,-4.45262819632053,0.0,0.0,0.0,65.62281781124844
2003-10-01,228.96784882407124,62.50678690622988,75.92862851382347,228.96784882407124,228.96784882407124,-122.29037137641049,-122.29037137641049,-122.29037137641049,-99.55178772022595,-99.55178772022595,-99.55178772022595,64.21603572658285,64.21603572658285,64.21603572658285,-1.0700686355343827,-1.0700686355343827,-1.0700686355343827,-159.4883389211992,-159.4883389211992,-159.4883389211992,-158.69619200558796,-158.69619200558796,-158.69619200558796,-0.7921469156112189,-0.7921469156112189,-0.7921469156112189,0.0,0.0,0.0,69.47950990287205
2003-11-01,228.98494988450167,77.97049984257586,91.13518785259997,228.98494988450167,228.98494988450167,-116.69908155453577,-116.69908155453577,-116.69908155453577,-96.76704625529418,-96.76704625529418,-96.76704625529418,63.26779387937936,63.26779387937936,63.26779387937936,-1.0810155136554003,-1.0810155136554003,-1.0810155136554003,-144.20546981499783,-144.20546981499783,-144.20546981499783,-151.27934944410597,-151.27934944410597,-151.27934944410597,7.073879629108174,7.073879629108174,7.073879629108174,0.0,0.0,0.0,84.77948006950385
2003-12-01,229.0014992978214,82.44048797885685,96.40430942839498,229.0014992978214,229.0014992978214,-113.91423569223105,-113.91423569223105,-113.91423569223105,-90.53452610679021,-90.53452610679021,-90.53452610679021,59.043070594845375,59.043070594845375,59.043070594845375,-1.077860984043729,-1.077860984043729,-1.077860984043729,-138.9138879489813,-138.9138879489813,-138.9138879489813,-146.48355218821962,-146.48355218821962,-146.48355218821962,7.569664239238308,7.569664239238308,7.569664239238308,0.0,0.0,0.0,90.08761134884008
2004-01-01,229.0186003582518,73.70035040339006,86.71119400420429,229.0186003582518,229.0186003582518,-109.22964255764855,-109.22964255764855,-109.22964255764855,-88.46865227160362,-88.46865227160362,-88.46865227160362,57.29184674665666,57.29184674665666,57.29184674665666,-1.081030752928887,-1.081030752928887,-1.081030752928887,-148.79502079771825,-148.79502079771825,-148.79502079771825,-141.4874788355244,-141.4874788355244,-141.4874788355244,-7.307541962193864,-7.307541962193864,-7.307541962193864,0.0,0.0,0.0,80.22357956053355
2004-02-01,229.0357014186822,78.66599073804434,92.37918616887234,229.0357014186822,229.0357014186822,-109.16487576174283,-109.16487576174283,-109.16487576174283,-86.29110699868377,-86.29110699868377,-86.29110699868377,54.22922683371662,54.22922683371662,54.22922683371662,-1.079903046690898,-1.079903046690898,-1.079903046690898,-143.66903658719824,-143.66903658719824,-143.66903658719824,-142.30665897340089,-142.30665897340089,-142.30665897340089,-1.362377613797361,-1.362377613797361,-1.362377613797361,0.0,0.0,0.0,85.36666483148397
2004-03-01,229.0516991848913,95.47004585163637,108.01586963931682,229.0516991848913,229.0516991848913,-105.91948677148594,-105.91948677148594,-105.91948677148594,-84.18335370738006,-84.18335370738006,-84.18335370738006,55.847289408785095,55.847289408785095,55.847289408785095,-1.0714046118433516,-1.0714046118433516,-1.0714046118433516,-127.30135791231532,-127.30135791231532,-127.30135791231532,-135.32695568192423,-135.32695568192423,-135.32695568192423,8.025597769608922,8.025597769608922,8.025597769608922,0.0,0.0,0.0,101.75034127257598
2004-04-01,229.0688002453217,78.39693325572762,91.4851034651732,229.0688002453217,229.0688002453217,-104.91924415106372,-104.91924415106372,-104.91924415106372,-83.61105086101935,-83.61105086101935,-83.61105086101935,52.84116028587251,52.84116028587251,52.84116028587251,-1.0718363912587978,-1.0718363912587978,-1.0718363912587978,-144.12286092693367,-144.12286092693367,-144.12286092693367,-136.76097111746935,-136.76097111746935,-136.76097111746935,-7.361889809464311,-7.361889809464311,-7.361889809464311,0.0,0.0,0.0,84.94593931838804
2004-05-01,229.0853496586415,86.14595829756713,99.78645828566712,229.0853496586415,229.0853496586415,-103.55919637845196,-103.55919637845196,-103.55919637845196,-83.76459643663881,-83.76459643663881,-83.76459643663881,55.29448620281615,55.29448620281615,55.29448620281615,-1.0720802196345791,-1.0720802196345791,-1.0720802196345791,-135.68099570120313,-135.68099570120313,-135.68099570120313,-133.1013868319092,-133.1013868319092,-133.1013868319092,-2.579608869293951,-2.579608869293951,-2.579608869293951,0.0,0.0,0.0,93.40435395743836
2004-06-01,229.1024507190719,95.80849936691035,108.67648092908165,229.1024507190719,229.1024507190719,-102.50858205725898,-102.50858205725898,-102.50858205725898,-80.4564070554676,-80.4564070554676,-80.4564070554676,51.364324693942855,51.364324693942855,51.364324693942855,-1.0719938637514899,-1.0719938637514899,-1.0719938637514899,-126.76698880648406,-126.76698880648406,-126.76698880648406,-132.6726582825352,-132.6726582825352,-132.6726582825352,5.90566947605113,5.90566947605113,5.90566947605113,0.0,0.0,0.0,102.33546191258783
2004-07-01,229.11900013239165,68.1500117517963,81.35179533858894,229.11900013239165,229.11900013239165,-105.55248957666375,-105.55248957666375,-105.55248957666375,-93.96136240667809,-93.96136240667809,-93.96136240667809,52.082567427090126,52.082567427090126,52.082567427090126,-1.0690831625155999,-1.0690831625155999,-1.0690831625155999,-154.35872560501147,-154.35872560501147,-154.35872560501147,-148.5003677187673,-148.5003677187673,-148.5003677187673,-5.858357886244163,-5.858357886244163,-5.858357886244163,0.0,0.0,0.0,74.76027452738018
2004-08-01,229.13610119282205,71.79929506246164,85.12802142212306,229.13610119282205,229.13610119282205,-117.30354784291153,-117.30354784291153,-117.30354784291153,-96.56464575653277,-96.56464575653277,-96.56464575653277,58.88570294327914,58.88570294327914,58.88570294327914,-1.0644402638600963,-1.0644402638600963,-1.0644402638600963,-150.64198425550126,-150.64198425550126,-150.64198425550126,-156.04693092002523,-156.04693092002523,-156.04693092002523,5.40494666452398,5.40494666452398,5.40494666452398,0.0,0.0,0.0,78.4941169373208
2004-09-01,229.15320225325246,50.00682133275206,62.449922677343274,229.15320225325246,229.15320225325246,-121.62833582530452,-121.62833582530452,-121.62833582530452,-103.74634923909565,-103.74634923909565,-103.74634923909565,62.000777716510754,62.000777716510754,62.000777716510754,-1.0704648566450277,-1.0704648566450277,-1.0704648566450277,-172.83577765511652,-172.83577765511652,-172.83577765511652,-164.44437220453443,-164.44437220453443,-164.44437220453443,-8.391405450582063,-8.391405450582063,-8.391405450582063,0.0,0.0,0.0,56.31742459813594
