ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,High,High_lower,High_upper,Low,Low_lower,Low_upper,Open,Open_lower,Open_upper,additive_terms,additive_terms_lower,additive_terms_upper,extra_regressors_additive,extra_regressors_additive_lower,extra_regressors_additive_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2002-01-01,213.50355057760567,74.28624590872663,97.3130710845819,213.50355057760567,213.50355057760567,-97.09223429018218,-97.09223429018218,-97.09223429018218,-82.13460217553082,-82.13460217553082,-82.13460217553082,53.2863437961842,53.2863437961842,53.2863437961842,-128.1658692637664,-128.1658692637664,-128.1658692637664,-125.94049266952878,-125.94049266952878,-125.94049266952878,-2.2253765942376442,-2.2253765942376442,-2.2253765942376442,0.0,0.0,0.0,85.33768131383925
2002-02-01,213.5441686942572,72.36547453375869,96.09977651452817,213.5441686942572,213.5441686942572,-97.02815355998926,-97.02815355998926,-97.02815355998926,-79.90361408037697,-79.90361408037697,-79.90361408037697,50.13252449623981,50.13252449623981,50.13252449623981,-129.25765536005832,-129.25765536005832,-129.25765536005832,-126.79924314412641,-126.79924314412641,-126.79924314412641,-2.4584122159318986,-2.4584122159318986,-2.4584122159318986,0.0,0.0,0.0,84.28651333419887
2002-03-01,213.5808560254263,84.16254621853818,107.40781778309669,213.5808560254263,213.5808560254263,-93.81714242479732,-93.81714242479732,-93.81714242479732,-77.74413085987177,-77.74413085987177,-77.74413085987177,51.79877010497549,51.79877010497549,51.79877010497549,-117.33374600422822,-117.33374600422822,-117.33374600422822,-119.7625031796936,-119.7625031796936,-119.7625031796936,2.428757175465373,2.428757175465373,2.428757175465373,0.0,0.0,0.0,96.24711002119808
2002-04-01,213.62147414207783,77.33595547008002,100.513996200376,213.62147414207783,213.62147414207783,-92.82749520653445,-92.82749520653445,-92.82749520653445,-77.15778215899746,-77.15778215899746,-77.15778215899746,48.70312379450271,48.70312379450271,48.70312379450271,-124.86582227732082,-124.86582227732082,-124.86582227732082,-121.2821535710292,-121.2821535710292,-121.2821535710292,-3.583668706291621,-3.583668706291621,-3.583668706291621,0.0,0.0,0.0,88.75565186475701
2002-05-01,213.66078200333055,84.4006870383696,107.2431739661665,213.66078200333055,213.66078200333055,-91.48185419199682,-91.48185419199682,-91.48185419199682,-77.31509615650779,-77.31509615650779,-77.31509615650779,51.22950539797613,51.22950539797613,51.22950539797613,-118.0286218628568,-118.0286218628568,-118.0286218628568,-117.56744495052844,-117.56744495052844,-117.56744495052844,-0.46117691232833535,-0.46117691232833535,-0.46117691232833535,0.0,0.0,0.0,95.63216014047376
2002-06-01,213.70140012662506,83.47573224685968,107.54230825400893,213.70140012662506,213.70140012662506,-90.4423688200067,-90.4423688200067,-90.4423688200067,-73.92571490781843,-73.92571490781843,-73.92571490781843,47.182310659446046,47.182310659446046,47.182310659446046,-118.12439680396115,-118.12439680396115,-118.12439680396115,-117.18577306837909,-117.18577306837909,-117.18577306837909,-0.9386237355820586,-0.9386237355820586,-0.9386237355820586,0.0,0.0,0.0,95.57700332266391
2002-07-01,213.7407079878778,65.80755950380751,88.86145403529797,213.7407079878778,213.7407079878778,-93.45403277224109,-93.45403277224109,-93.45403277224109,-87.76211818800832,-87.76211818800832,-87.76211818800832,47.92194138574809,47.92194138574809,47.92194138574809,-136.4142087820576,-136.4142087820576,-136.4142087820576,-133.2942095745013,-133.2942095745013,-133.2942095745013,-3.119999207556305,-3.119999207556305,-3.119999207556305,0.0,0.0,0.0,77.3264992058202
2002-08-01,213.78132611117232,64.68113308957224,88.21082268465624,213.78132611117232,213.78132611117232,-105.08061405471108,-105.08061405471108,-105.08061405471108,-90.42929311063266,-90.42929311063266,-90.42929311063266,54.927662199676554,54.927662199676554,54.927662199676554,-137.26423671763285,-137.26423671763285,-137.26423671763285,-140.5822449656672,-140.5822449656672,-140.5822449656672,3.318008248034345,3.318008248034345,3.318008248034345,0.0,0.0,0.0,76.51708939353946
2002-09-01,213.82194417782122,48.74103318156916,72.22280087366288,213.82194417782122,213.82194417782122,-109.35959028287313,-109.35959028287313,-109.35959028287313,-97.78725491251527,-97.78725491251527,-97.78725491251527,58.13549836979026,58.13549836979026,58.13549836979026,-153.80989798048577,-153.80989798048577,-153.80989798048577,-149.01134682559814,-149.01134682559814,-149.01134682559814,-4.798551154887629,-4.798551154887629,-4.798551154887629,0.0,0.0,0.0,60.01204619733545
2002-10-01,213.86125198425566,52.571317748374554,74.83740486360716,213.86125198425566,213.86125198425566,-116.40816098286636,-116.40816098286636,-116.40816098286636,-98.9385013974165,-98.9385013974165,-98.9385013974165,63.40017769339729,63.40017769339729,63.40017769339729,-149.77092433699022,-149.77092433699022,-149.77092433699022,-151.94648468688558,-151.94648468688558,-151.94648468688558,2.1755603498953255,2.1755603498953255,2.1755603498953255,0.0,0.0,0.0,64.09032764726544
2002-11-01,213.90187005090453,58.74322199671539,81.6805733604547,213.90187005090453,213.90187005090453,-112.16478033196582,-112.16478033196582,-112.16478033196582,-96.26417707842171,-96.26417707842171,-96.26417707842171,61.995710537283856,61.995710537283856,61.995710537283856,-143.39701912588117,-143.39701912588117,-143.39701912588117,-146.43324687310366,-146.43324687310366,-146.43324687310366,3.0362277472225205,3.0362277472225205,3.0362277472225205,0.0,0.0,0.0,70.50485092502336
2002-12-01,213.94117785733897,50.81758527575672,73.80602495976652,213.94117785733897,213.94117785733897,-111.50976304527913,-111.50976304527913,-111.50976304527913,-96.77187150827699,-96.77187150827699,-96.77187150827699,58.94577044347084,58.94577044347084,58.94577044347084,-151.3127597866625,-151.3127597866625,-151.3127597866625,-149.33586411008525,-149.33586411008525,-149.33586411008525,-1.9768956765772394,-1.9768956765772394,-1.9768956765772394,0.0,0.0,0.0,62.628418070676474
2003-01-01,213.98179592017348,52.462454418025466,75.72016002967821,213.98179592017348,213.98179592017348,-114.56414386300791,-114.56414386300791,-114.56414386300791,-98.45941273625125,-98.45941273625125,-98.45941273625125,62.81429009428379,62.81429009428379,62.81429009428379,-149.40816712769958,-149.40816712769958,-149.40816712769958,-150.20926650497537,-150.20926650497537,-150.20926650497537,0.8010993772758073,0.8010993772758073,0.8010993772758073,0.0,0.0,0.0,64.5736287924739
2003-02-01,214.02241398300802,40.61614197577466,64.16619347896983,214.02241398300802,214.02241398300802,-120.6159433405297,-120.6159433405297,-120.6159433405297,-102.83557707596111,-102.83557707596111,-102.83557707596111,63.83647828462453,63.83647828462453,63.83647828462453,-162.25000173924462,-162.25000173924462,-162.25000173924462,-159.61504213186626,-159.61504213186626,-159.61504213186626,-2.6349596073783457,-2.6349596073783457,-2.6349596073783457,0.0,0.0,0.0,51.7724122437634
2003-03-01,214.05910126556822,43.55832654878583,66.90039429577081,214.05910126556822,214.05910126556822,-122.80883296843007,-122.80883296843007,-122.80883296843007,-105.80307301765691,-105.80307301765691,-105.80307301765691,65.40715534073836,65.40715534073836,65.40715534073836,-159.7516878982988,-159.7516878982988,-159.7516878982988,-163.2047506453486,-163.2047506453486,-163.2047506453486,3.4530627470498265,3.4530627470498265,3.4530627470498265,0.0,0.0,0.0,54.30741336726942
2003-04-01,214.09971932840276,38.00682030462165,60.73428121239226,214.09971932840276,214.09971932840276,-122.6094803535212,-122.6094803535212,-122.6094803535212,-105.91748245373637,-105.91748245373637,-105.91748245373637,68.39476632577745,68.39476632577745,68.39476632577745,-165.01291876473334,-165.01291876473334,-165.01291876473334,-160.13219648148012,-160.13219648148012,-160.13219648148012,-4.880722283253216,-4.880722283253216,-4.880722283253216,0.0,0.0,0.0,49.086800563669414
2003-05-01,214.13902712554867,49.8770770942357,73.16995953110997,214.13902712554867,214.13902712554867,-116.85670708238702,-116.85670708238702,-116.85670708238702,-100.7976554156419,-100.7976554156419,-100.7976554156419,65.18692857056867,65.18692857056867,65.18692857056867,-152.23309745600704,-152.23309745600704,-152.23309745600704,-152.46743392746026,-152.46743392746026,-152.46743392746026,0.23433647145323064,0.23433647145323064,0.23433647145323064,0.0,0.0,0.0,61.90592966954162
2003-06-01,214.17964518259947,56.38649640398962,78.80000989934277,214.17964518259947,214.17964518259947,-113.18290727120875,-113.18290727120875,-113.18290727120875,-94.00458867005011,-94.00458867005011,-94.00458867005011,61.66329073728308,61.66329073728308,61.66329073728308,-146.8474350950276,-146.8474350950276,-146.8474350950276,-145.5242052039758,-145.5242052039758,-145.5242052039758,-1.3232298910517921,-1.3232298910517921,-1.3232298910517921,0.0,0.0,0.0,67.33221008757187
2003-07-01,214.21895297974538,45.88051056129092,69.32906415308675,214.21895297974538,214.21895297974538,-115.31883745714903,-115.31883745714903,-115.31883745714903,-95.21304123685914,-95.21304123685914,-95.21304123685914,61.24361303816997,61.24361303816997,61.24361303816997,-156.801909303829,-156.801909303829,-156.801909303829,-149.28826565583822,-149.28826565583822,-149.28826565583822,-7.51364364799078,-7.51364364799078,-7.51364364799078,0.0,0.0,0.0,57.417043675916375
2003-08-01,214.2595710367962,65.22730707236396,89.41585877113862,214.2595710367962,214.2595710367962,-112.3854913796219,-112.3854913796219,-112.3854913796219,-94.9270162827924,-94.9270162827924,-94.9270162827924,61.002608841678914,61.002608841678914,61.002608841678914,-137.05824555512905,-137.05824555512905,-137.05824555512905,-146.30989882073538,-146.30989882073538,-146.30989882073538,9.25165326560633,9.25165326560633,9.25165326560633,0.0,0.0,0.0,77.20132548166714
2003-09-01,214.3001890120744,48.776141265155,72.24732794042163,214.3001890120744,214.3001890120744,-112.5421271290364,-112.5421271290364,-112.5421271290364,-94.75540349254125,-94.75540349254125,-94.75540349254125,59.19508370837634,59.19508370837634,59.19508370837634,-153.19568207345026,-153.19568207345026,-153.19568207345026,-148.1024469132013,-148.1024469132013,-148.1024469132013,-5.093235160248929,-5.093235160248929,-5.093235160248929,0.0,0.0,0.0,61.104506938624155
2003-10-01,214.33949673008559,66.44617186878955,89.5146421279313,214.33949673008559,214.33949673008559,-107.20230166418568,-107.20230166418568,-107.20230166418568,-94.13329962660653,-94.13329962660653,-94.13329962660653,61.73808503377374,61.73808503377374,61.73808503377374,-136.6885640781896,-136.6885640781896,-136.6885640781896,-139.5975162570185,-139.5975162570185,-139.5975162570185,2.9089521788289145,2.9089521788289145,2.9089521788289145,0.0,0.0,0.0,77.650932651896
2003-11-01,214.3801147053638,66.93496801654749,90.86469459408438,214.3801147053638,214.3801147053638,-105.55051587100321,-105.55051587100321,-105.55051587100321,-86.7395826596635,-86.7395826596635,-86.7395826596635,56.24902599088488,56.24902599088488,56.24902599088488,-135.42427105964234,-135.42427105964234,-135.42427105964234,-136.04107253978185,-136.04107253978185,-136.04107253978185,0.6168014801395093,0.6168014801395093,0.6168014801395093,0.0,0.0,0.0,78.95584364572147
2003-12-01,214.41942242337498,79.42221000557836,103.89792837069216,214.41942242337498,214.41942242337498,-90.74140317432136,-90.74140317432136,-90.74140317432136,-83.52181420122528,-83.52181420122528,-83.52181420122528,55.019074632996116,55.019074632996116,55.019074632996116,-123.5141037068946,-123.5141037068946,-123.5141037068946,-119.24414274255054,-119.24414274255054,-119.24414274255054,-4.269960964344076,-4.269960964344076,-4.269960964344076,0.0,0.0,0.0,90.90531871648038
2004-01-01,214.4600402855295,87.79394521288188,110.02961778514603,214.4600402855295,214.4600402855295,-90.54916641569397,-90.54916641569397,-90.54916641569397,-76.84315961944908,-76.84315961944908,-76.84315961944908,47.93025045416254,47.93025045416254,47.93025045416254,-115.58500292045055,-115.58500292045055,-115.58500292045055,-119.46207558098054,-119.46207558098054,-119.46207558098054,3.8770726605299743,3.8770726605299743,3.8770726605299743,0.0,0.0,0.0,98.87503736507894
2004-02-01,214.500658147684,85.04509025320127,109.31594795660956,214.500658147684,214.500658147684,-88.77634588230993,-88.77634588230993,-88.77634588230993,-75.64185917674658,-75.64185917674658,-75.64185917674658,49.56741273835259,49.56741273835259,49.56741273835259,-117.67386701489576,-117.67386701489576,-117.67386701489576,-114.85079232070393,-114.85079232070393,-114.85079232070393,-2.823074694191812,-2.823074694191812,-2.823074694191812,0.0,0.0,0.0,96.82679113278823
2004-03-01,214.53865550260275,90.7019439656982,113.34546542626725,214.53865550260275,214.53865550260275,-84.64687868337815,-84.64687868337815,-84.64687868337815,-73.46092503939401,-73.46092503939401,-73.46092503939401,45.4038688506891,45.4038688506891,45.4038688506891,-112.41048447749016,-112.41048447749016,-112.41048447749016,-112.70393487208305,-112.70393487208305,-112.70393487208305,0.293450394592905,0.293450394592905,0.293450394592905,0.0,0.0,0.0,102.1281710251126
2004-04-01,214.57927336475726,88.40675855272475,110.7174319074151,214.57927336475726,214.57927336475726,-84.05594212688437,-84.05594212688437,-84.05594212688437,-74.84814252056073,-74.84814252056073,-74.84814252056073,45.02574441912365,45.02574441912365,45.02574441912365,-114.91880968517155,-114.91880968517155,-114.91880968517155,-113.87834022832145,-113.87834022832145,-113.87834022832145,-1.0404694568501007,-1.0404694568501007,-1.0404694568501007,0.0,0.0,0.0,99.6604636795857
2004-05-01,214.6185806343495,80.84982531232187,103.50669308318976,214.6185806343495,214.6185806343495,-91.39642046100806,-91.39642046100806,-91.39642046100806,-79.67479520821804,-79.67479520821804,-79.67479520821804,50.48571855237177,50.48571855237177,50.48571855237177,-122.45778369937231,-122.45778369937231,-122.45778369937231,-120.58549711685433,-120.58549711685433,-120.58549711685433,-1.8722865825179953,-1.8722865825179953,-1.8722865825179953,0.0,0.0,0.0,92.1607969349772
2004-06-01,214.65919814626147,99.04136807053571,122.58562241759277,214.65919814626147,214.65919814626147,-79.81255604403249,-79.81255604403249,-79.81255604403249,-70.95106411427997,-70.95106411427997,-70.95106411427997,47.153220994520076,47.153220994520076,47.153220994520076,-103.90619043531456,-103.90619043531456,-103.90619043531456,-103.61039916379238,-103.61039916379238,-103.61039916379238,-0.29579127152217816,-0.29579127152217816,-0.29579127152217816,0.0,0.0,0.0,110.75300771094692
2004-07-01,214.69850541585373,117.11426340718585,140.39480172703202,214.69850541585373,214.69850541585373,-72.02353432636382,-72.02353432636382,-72.02353432636382,-60.14651770953633,-60.14651770953633,-60.14651770953633,40.2056763402534,40.2056763402534,40.2056763402534,-86.01708267753658,-86.01708267753658,-86.01708267753658,-91.96437569564675,-91.96437569564675,-91.96437569564675,5.9472930181101695,5.9472930181101695,5.9472930181101695,0.0,0.0,0.0,128.68142273831717
2004-08-01,214.73908039921153,99.60586684189482,122.55116491820215,214.73908039921153,214.73908039921153,-72.14456906656544,-72.14456906656544,-72.14456906656544,-58.58768743811849,-58.58768743811849,-58.58768743811849,35.5351936841743,35.5351936841743,35.5351936841743,-103.55818651974235,-103.55818651974235,-103.55818651974235,-95.19706282050963,-95.19706282050963,-95.19706282050963,-8.361123699232724,-8.361123699232724,-8.361123699232724,0.0,0.0,0.0,111.18089387946918
2004-09-01,214.77965538256927,116.16991502381799,138.74908152940003,214.77965538256927,214.77965538256927,-66.46299238190566,-66.46299238190566,-66.46299238190566,-53.560813463783894,-53.560813463783894,-53.560813463783894,37.712537350818074,37.712537350818074,37.712537350818074,-86.70235475708364,-86.70235475708364,-86.70235475708364,-82.31126849487148,-82.31126849487148,-82.31126849487148,-4.391086262212157,-4.391086262212157,-4.391086262212157,0.0,0.0,0.0,128.07730062548563
2004-10-01,214.81892149549614,119.92967502945324,143.22340492863552,214.81892149549614,214.81892149549614,-58.353577877175155,-58.353577877175155,-58.353577877175155,-57.84402473973387,-57.84402473973387,-57.84402473973387,32.397995691248965,32.397995691248965,32.397995691248965,-83.27702096573083,-83.27702096573083,-83.27702096573083,-83.79960692566006,-83.79960692566006,-83.79960692566006,0.5225859599292398,0.5225859599292398,0.5225859599292398,0.0,0.0,0.0,131.54190052976531
2004-11-01,214.85949647885388,153.85921726222196,176.25074054729507,214.85949647885388,214.85949647885388,-44.776187311110796,-44.776187311110796,-44.776187311110796,-47.2682862962047,-47.2682862962047,-47.2682862962047,34.45483408945704,34.45483408945704,34.45483408945704,-49.84471550565335,-49.84471550565335,-49.84471550565335,-57.58963951785846,-57.58963951785846,-57.58963951785846,7.744924012205103,7.744924012205103,7.744924012205103,0.0,0.0,0.0,165.01478097320054
2004-12-01,214.8987623957163,149.56984557810057,172.05387608975204,214.8987623957163,214.8987623957163,-43.224072393431435,-43.224072393431435,-43.224072393431435,-34.36861487697017,-34.36861487697017,-34.36861487697017,20.696861845807916,20.696861845807916,20.696861845807916,-54.05165978115776,-54.05165978115776,-54.05165978115776,-56.895825424593696,-56.895825424593696,-56.895825424593696,2.844165643435927,2.844165643435927,2.844165643435927,0.0,0.0,0.0,160.84710261455854
2005-01-01,214.9393371764741,142.32725909508633,164.8862375185302,214.9393371764741,214.9393371764741,-41.714685205149166,-41.714685205149166,-41.714685205149166,-36.22061677108905,-36.22061677108905,-36.22061677108905,21.43649257210997,21.43649257210997,21.43649257210997,-61.69839508432215,-61.69839508432215,-61.69839508432215,-56.498809404128245,-56.498809404128245,-56.498809404128245,-5.199585680193906,-5.199585680193906,-5.199585680193906,0.0,0.0,0.0,153.24094209215195
2005-02-01,214.9799119572319,173.3010631574721,196.13879289976492,214.9799119572319,214.9799119572319,-25.339220446273636,-25.339220446273636,-25.339220446273636,-21.404579796249077,-21.404579796249077,-21.404579796249077,18.45303929146826,18.45303929146826,18.45303929146826,-30.583189926081108,-30.583189926081108,-30.583189926081108,-28.290760951054455,-28.290760951054455,-28.290760951054455,-2.292428975026647,-2.292428975026647,-2.292428975026647,0.0,0.0,0.0,184.3967220311508
2005-03-01,215.01656014630348,163.88329758526487,187.86178507991107,215.01656014630348,215.01656014630348,-25.23954413881918,-25.23954413881918,-25.23954413881918,-24.901221084647492,-24.901221084647492,-24.901221084647492,9.594082372292204,9.594082372292204,9.594082372292204,-39.17144487346137,-39.17144487346137,-39.17144487346137,-40.546682851174474,-40.546682851174474,-40.546682851174474,1.3752379777131045,1.3752379777131045,1.3752379777131045,0.0,0.0,0.0,175.84511527284212
2005-04-01,215.05713443992158,137.5284062114449,161.4363297774097,215.05713443992158,215.05713443992158,-41.679084195936284,-41.679084195936284,-41.679084195936284,-40.997220956417344,-40.997220956417344,-40.997220956417344,19.02230399846762,19.02230399846762,19.02230399846762,-65.95723712401805,-65.95723712401805,-65.95723712401805,-63.654001153886,-63.654001153886,-63.654001153886,-2.3032359701320453,-2.3032359701320453,-2.3032359701320453,0.0,0.0,0.0,149.09989731590355
2005-05-01,215.09639988535847,128.2619712270348,151.64547115104622,215.09639988535847,215.09639988535847,-55.39887879885217,-55.39887879885217,-55.39887879885217,-47.44705121056237,-47.44705121056237,-47.44705121056237,28.90759730181132,28.90759730181132,28.90759730181132,-75.10177470615571,-75.10177470615571,-75.10177470615571,-73.93833270760321,-73.93833270760321,-73.93833270760321,-1.1634419985524973,-1.1634419985524973,-1.1634419985524973,0.0,0.0,0.0,139.99462517920276
2005-06-01,215.1369741789766,129.9263601897388,152.78845946394932,215.1369741789766,215.1369741789766,-54.94321412707435,-54.94321412707435,-54.94321412707435,-47.18248262881524,-47.18248262881524,-47.18248262881524,28.870201738661066,28.870201738661066,28.870201738661066,-73.85114268248564,-73.85114268248564,-73.85114268248564,-73.25549501722851,-73.25549501722851,-73.25549501722851,-0.5956476652571313,-0.5956476652571313,-0.5956476652571313,0.0,0.0,0.0,141.28583149649097
2005-07-01,215.1762396244135,144.69486397406843,167.65443047012985,215.1762396244135,215.1762396244135,-47.396256457857575,-47.396256457857575,-47.396256457857575,-46.66763880258957,-46.66763880258957,-46.66763880258957,34.06424129998465,34.06424129998465,34.06424129998465,-58.631454666417184,-58.631454666417184,-58.631454666417184,-59.999653960462496,-59.999653960462496,-59.999653960462496,1.3681992940453076,1.3681992940453076,1.3681992940453076,0.0,0.0,0.0,156.54478495799634
2005-08-01,215.21681388566876,148.52645120805477,170.80049427147932,215.21681388566876,215.21681388566876,-42.697216567130575,-42.697216567130575,-42.697216567130575,-32.50230873463823,-32.50230873463823,-32.50230873463823,22.02653470543069,22.02653470543069,22.02653470543069,-55.72778255854986,-55.72778255854986,-55.72778255854986,-53.17299059633811,-53.17299059633811,-53.17299059633811,-2.5547919622117576,-2.5547919622117576,-2.5547919622117576,0.0,0.0,0.0,159.48903132711888
2005-09-01,215.25738814692403,155.40760623669567,177.54193703519186,215.25738814692403,215.25738814692403,-40.28360502767143,-40.28360502767143,-40.28360502767143,-26.57446897535317,-26.57446897535317,-26.57446897535317,22.479459773867152,22.479459773867152,22.479459773867152,-48.9436746833883,-48.9436746833883,-48.9436746833883,-44.37861422915744,-44.37861422915744,-44.37861422915744,-4.5650604542308715,-4.5650604542308715,-4.5650604542308715,0.0,0.0,0.0,166.31371346353572
2005-10-01,215.29665356104204,146.68848669765867,170.5094924606001,215.29665356104204,215.29665356104204,-40.13409599844114,-40.13409599844114,-40.13409599844114,-35.226684283698134,-35.226684283698134,-35.226684283698134,17.310350587977073,17.310350587977073,17.310350587977073,-56.67040200607816,-56.67040200607816,-56.67040200607816,-58.05042969416221,-58.05042969416221,-58.05042969416221,1.380027688084037,1.380027688084037,1.380027688084037,0.0,0.0,0.0,158.62625155496386
2005-11-01,215.33722782229728,176.13241835353816,199.65697048230425,215.33722782229728,215.33722782229728,-29.53276294344694,-29.53276294344694,-29.53276294344694,-22.95625794356039,-22.95625794356039,-22.95625794356039,20.24394311775178,20.24394311775178,20.24394311775178,-26.831693521802478,-26.831693521802478,-26.831693521802478,-32.24507776925555,-32.24507776925555,-32.24507776925555,5.413384247453072,5.413384247453072,5.413384247453072,0.0,0.0,0.0,188.5055343004948
2005-12-01,215.3764928750286,180.60091656909333,203.59743435892295,215.3764928750286,215.3764928750286,-23.844064970554346,-23.844064970554346,-23.844064970554346,-10.928960179266896,-10.928960179266896,-10.928960179266896,11.040101210858198,11.040101210858198,11.040101210858198,-23.33754224696698,-23.33754224696698,-23.33754224696698,-23.732923938963044,-23.732923938963044,-23.732923938963044,0.3953816919960643,0.3953816919960643,0.3953816919960643,0.0,0.0,0.0,192.0389506280616
