ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,Close_2y,Close_2y_lower,Close_2y_upper,High_2y,High_2y_lower,High_2y_upper,Low_2y,Low_2y_lower,Low_2y_upper,Open_2y,Open_2y_lower,Open_2y_upper,Volume_2y,Volume_2y_lower,Volume_2y_upper,additive_terms,additive_terms_lower,additive_terms_upper,extra_regressors_additive,extra_regressors_additive_lower,extra_regressors_additive_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2003-01-01,7.2904714312980134,1.581659477071966,54.85747122541724,7.2904714312980134,7.2904714312980134,25.613025576198808,25.613025576198808,25.613025576198808,-109.66021513627824,-109.66021513627824,-109.66021513627824,72.22150306850001,72.22150306850001,72.22150306850001,33.44253040657328,33.44253040657328,33.44253040657328,1.585086868042855,1.585086868042855,1.585086868042855,19.755437857155382,19.755437857155382,19.755437857155382,23.201930783036733,23.201930783036733,23.201930783036733,-3.446492925881352,-3.446492925881352,-3.446492925881352,0.0,0.0,0.0,27.045909288453394
2003-02-01,12.02410163967133,17.597040644147267,68.210751717939,12.02410163967133,12.02410163967133,25.145135855628965,25.145135855628965,25.145135855628965,-108.01044092679749,-108.01044092679749,-108.01044092679749,70.7802193782564,70.7802193782564,70.7802193782564,33.39280122170835,33.39280122170835,33.39280122170835,1.5972842133067153,1.5972842133067153,1.5972842133067153,28.944264737189908,28.944264737189908,28.944264737189908,22.90499974210295,22.90499974210295,22.90499974210295,6.039264995086958,6.039264995086958,6.039264995086958,0.0,0.0,0.0,40.96836637686124
2003-03-01,16.29963860207303,37.63116040029975,88.94029529970372,16.29963860207303,16.29963860207303,25.713830578099206,25.713830578099206,25.713830578099206,-104.32618225494103,-104.32618225494103,-104.32618225494103,70.69683963030765,70.69683963030765,70.69683963030765,32.80598773972249,32.80598773972249,32.80598773972249,1.5946219317682644,1.5946219317682644,1.5946219317682644,47.72067142095233,47.72067142095233,47.72067142095233,26.48509762495658,26.48509762495658,26.48509762495658,21.23557379599575,21.23557379599575,21.23557379599575,0.0,0.0,0.0,64.02031002302536
2003-04-01,21.033268798745755,49.00364209796591,97.94876101566267,21.033268798745755,21.033268798745755,22.81520356167169,22.81520356167169,22.81520356167169,-99.1697023128,-99.1697023128,-99.1697023128,71.90585051680286,71.90585051680286,71.90585051680286,33.519611211900155,33.519611211900155,33.519611211900155,1.570980871706816,1.570980871706816,1.570980871706816,52.60609966966164,52.60609966966164,52.60609966966164,30.64194384928151,30.64194384928151,30.64194384928151,21.964155820380125,21.964155820380125,21.964155820380125,0.0,0.0,0.0,73.6393684684074
2003-05-01,25.614201247138713,41.65886351206166,96.82084455101355,25.614201247138713,25.614201247138713,22.189451593241177,22.189451593241177,22.189451593241177,-94.44971349039633,-94.44971349039633,-94.44971349039633,61.85854547361757,61.85854547361757,61.85854547361757,29.73516222748347,29.73516222748347,29.73516222748347,1.5843741957541035,1.5843741957541035,1.5843741957541035,45.22740825979059,45.22740825979059,45.22740825979059,20.9178199997,20.9178199997,20.9178199997,24.309588260090585,24.309588260090585,24.309588260090585,0.0,0.0,0.0,70.8416095069293
2003-06-01,30.34783144189636,43.00510926884232,93.6987502442255,30.34783144189636,30.34783144189636,22.75624247382745,22.75624247382745,22.75624247382745,-91.56445148985907,-91.56445148985907,-91.56445148985907,62.418384822576265,62.418384822576265,62.418384822576265,28.917106329516983,28.917106329516983,28.917106329516983,1.5596436481707658,1.5596436481707658,1.5596436481707658,37.37406796513892,37.37406796513892,37.37406796513892,24.086925784232406,24.086925784232406,24.086925784232406,13.287142180906518,13.287142180906518,13.287142180906518,0.0,0.0,0.0,67.72189940703528
2003-07-01,34.92876390268736,29.159368704154012,78.90421307537494,34.92876390268736,34.92876390268736,22.76385058909249,22.76385058909249,22.76385058909249,-97.0316504793837,-97.0316504793837,-97.0316504793837,63.31174315737428,63.31174315737428,63.31174315737428,29.66305547821554,29.66305547821554,29.66305547821554,1.589518542849941,1.589518542849941,1.589518542849941,19.480959327174148,19.480959327174148,19.480959327174148,20.29651728814855,20.29651728814855,20.29651728814855,-0.8155579609744023,-0.8155579609744023,-0.8155579609744023,0.0,0.0,0.0,54.409723229861505
2003-08-01,39.66239411217139,28.999759302357724,79.69188210740718,39.66239411217139,39.66239411217139,22.803792112479638,22.803792112479638,22.803792112479638,-97.83804683868868,-97.83804683868868,-97.83804683868868,62.10273227087908,62.10273227087908,62.10273227087908,29.668027637077156,29.668027637077156,29.668027637077156,1.5991682894723882,1.5991682894723882,1.5991682894723882,15.555912098581432,15.555912098581432,15.555912098581432,18.335673471219582,18.335673471219582,18.335673471219582,-2.7797613726381494,-2.7797613726381494,-2.7797613726381494,0.0,0.0,0.0,55.21830621075282
2003-09-01,44.39602429059039,31.55028555660276,81.4383155868094,44.39602429059039,44.39602429059039,26.65911762654697,26.65911762654697,26.65911762654697,-98.76280993760763,-98.76280993760763,-98.76280993760763,77.02777072508597,77.02777072508597,77.02777072508597,29.70283844567342,29.70283844567342,29.70283844567342,1.5889205534582274,1.5889205534582274,1.5889205534582274,9.597031091116717,9.597031091116717,9.597031091116717,36.21583741315696,36.21583741315696,36.21583741315696,-26.618806322040243,-26.618806322040243,-26.618806322040243,0.0,0.0,0.0,53.99305538170711
2003-10-01,48.976956721318444,46.457612962974466,97.07332023217614,48.976956721318444,48.976956721318444,26.221660370841242,26.221660370841242,26.221660370841242,-110.17808586000484,-110.17808586000484,-110.17808586000484,74.39534259440069,74.39534259440069,74.39534259440069,34.75042844606849,34.75042844606849,34.75042844606849,1.577591521557678,1.577591521557678,1.577591521557678,23.295392933241395,23.295392933241395,23.295392933241395,26.76693707286324,26.76693707286324,26.76693707286324,-3.4715441396218445,-3.4715441396218445,-3.4715441396218445,0.0,0.0,0.0,72.27234965455983
2003-11-01,53.71058694075072,44.55280907735961,95.38032056137517,53.71058694075072,53.71058694075072,24.19794786582518,24.19794786582518,24.19794786582518,-104.4297552707356,-104.4297552707356,-104.4297552707356,72.01901069240682,72.01901069240682,72.01901069240682,34.16610199086885,34.16610199086885,34.16610199086885,1.5952444960664869,1.5952444960664869,1.5952444960664869,17.12969830747383,17.12969830747383,17.12969830747383,27.548549774431756,27.548549774431756,27.548549774431756,-10.418851466957921,-10.418851466957921,-10.418851466957921,0.0,0.0,0.0,70.84028524822455
2003-12-01,58.29151941116908,55.94179037407052,107.20675818172255,58.29151941116908,58.29151941116908,23.387701616166968,23.387701616166968,23.387701616166968,-101.56669233415565,-101.56669233415565,-101.56669233415565,66.70055056057096,66.70055056057096,66.70055056057096,31.562739158558227,31.562739158558227,31.562739158558227,1.5901574904191684,1.5901574904191684,1.5901574904191684,20.88070832945254,20.88070832945254,20.88070832945254,21.674456491559695,21.674456491559695,21.674456491559695,-0.7937481621071563,-0.7937481621071563,-0.7937481621071563,0.0,0.0,0.0,79.17222774062162
2004-01-01,63.0251496451979,52.01304961562592,102.2999498708197,63.0251496451979,63.0251496451979,21.911760427280093,21.911760427280093,21.911760427280093,-96.75052453179116,-96.75052453179116,-96.75052453179116,64.93765732187362,64.93765732187362,64.93765732187362,30.48359840296826,30.48359840296826,30.48359840296826,1.595269070972996,1.595269070972996,1.595269070972996,14.31707591462585,14.31707591462585,14.31707591462585,22.177760691303792,22.177760691303792,22.177760691303792,-7.860684776677942,-7.860684776677942,-7.860684776677942,0.0,0.0,0.0,77.34222555982375
2004-02-01,67.75877987922674,65.6477652370668,117.75454515040371,67.75877987922674,67.75877987922674,22.706790442604262,22.706790442604262,22.706790442604262,-96.68393865162139,-96.68393865162139,-96.68393865162139,63.079470353625844,63.079470353625844,63.079470353625844,28.596347969305356,28.596347969305356,28.596347969305356,1.5934505278913464,1.5934505278913464,1.5934505278913464,24.719802901936582,24.719802901936582,24.719802901936582,19.29212064180543,19.29212064180543,19.29212064180543,5.427682260131153,5.427682260131153,5.427682260131153,0.0,0.0,0.0,92.47858278116331
2004-03-01,72.18701462950519,77.31200181946869,129.0733987960477,72.18701462950519,72.18701462950519,21.28981179087462,21.28981179087462,21.28981179087462,-93.34739745967933,-93.34739745967933,-93.34739745967933,61.28083969051672,61.28083969051672,61.28083969051672,29.59343196382567,29.59343196382567,29.59343196382567,1.5797459216949479,1.5797459216949479,1.5797459216949479,33.110662522904505,33.110662522904505,33.110662522904505,20.39643190723263,20.39643190723263,20.39643190723263,12.714230615671882,12.714230615671882,12.714230615671882,0.0,0.0,0.0,105.29767715240969
2004-04-01,76.92064488264346,91.12955907374833,141.80507204212444,76.92064488264346,76.92064488264346,22.4443169602902,22.4443169602902,22.4443169602902,-92.31906134496582,-92.31906134496582,-92.31906134496582,60.7924706521212,60.7924706521212,60.7924706521212,27.740992336272537,27.740992336272537,27.740992336272537,1.580442210712698,1.580442210712698,1.580442210712698,41.829023344336775,41.829023344336775,41.829023344336775,20.239160814430832,20.239160814430832,20.239160814430832,21.589862529905947,21.589862529905947,21.589862529905947,0.0,0.0,0.0,118.74966822698023
2004-05-01,81.50157738568049,90.71866185214154,140.7919411197568,81.50157738568049,81.50157738568049,20.593685836094828,20.593685836094828,20.593685836094828,-90.92081434593075,-90.92081434593075,-90.92081434593075,60.92349726782302,60.92349726782302,60.92349726782302,29.25278306848377,29.25278306848377,29.25278306848377,1.5808354092168373,1.5808354092168373,1.5808354092168373,31.209136301665254,31.209136301665254,31.209136301665254,21.429987235687715,21.429987235687715,21.429987235687715,9.779149065977537,9.779149065977537,9.779149065977537,0.0,0.0,0.0,112.71071368734574
2004-06-01,86.23520767496177,99.63473558258184,150.0002689255102,86.23520767496177,86.23520767496177,20.943650480448234,20.943650480448234,20.943650480448234,-89.84069175661145,-89.84069175661145,-89.84069175661145,58.10048620438585,58.10048620438585,58.10048620438585,26.830935361999664,26.830935361999664,26.830935361999664,1.5806961514132865,1.5806961514132865,1.5806961514132865,38.479230335825086,38.479230335825086,38.479230335825086,17.61507644163559,17.61507644163559,17.61507644163559,20.864153894189496,20.864153894189496,20.864153894189496,0.0,0.0,0.0,124.71443801078686
2004-07-01,90.81614021297591,109.0971687843386,160.18533225649153,90.81614021297591,90.81614021297591,24.137084387311933,24.137084387311933,24.137084387311933,-92.97009253212596,-92.97009253212596,-92.97009253212596,69.62480781205475,69.62480781205475,69.62480781205475,27.273531553541495,27.273531553541495,27.273531553541495,1.5760023442701112,1.5760023442701112,1.5760023442701112,43.93059555305287,43.93059555305287,43.93059555305287,29.64133356505234,29.64133356505234,29.64133356505234,14.28926198800053,14.28926198800053,14.28926198800053,0.0,0.0,0.0,134.7467357660288
2004-08-01,95.54977049183847,95.40934393825756,144.60978674780716,95.54977049183847,95.54977049183847,25.584495503905696,25.584495503905696,25.584495503905696,-105.05119901025671,-105.05119901025671,-105.05119901025671,71.84629420570847,71.84629420570847,71.84629420570847,31.465765920903735,31.465765920903735,31.465765920903735,1.5685151894204346,1.5685151894204346,1.5685151894204346,22.205345339052553,22.205345339052553,22.205345339052553,25.41387180968164,25.41387180968164,25.41387180968164,-3.208526470629087,-3.208526470629087,-3.208526470629087,0.0,0.0,0.0,117.75511583089103
2004-09-01,100.28340077070102,88.06020021466851,136.8282944008006,100.28340077070102,100.28340077070102,28.02093852245741,28.02093852245741,28.02093852245741,-109.49745592829966,-109.49745592829966,-109.49745592829966,77.97473065526341,77.97473065526341,77.97473065526341,33.38534013637669,33.38534013637669,33.38534013637669,1.5782304691269053,1.5782304691269053,1.5782304691269053,13.041224240730488,13.041224240730488,13.041224240730488,31.461783854924757,31.461783854924757,31.461783854924757,-18.42055961419427,-18.42055961419427,-18.42055961419427,0.0,0.0,0.0,113.32462501143151
2004-10-01,104.86437929200271,71.4294251135717,122.24055338195542,104.86437929200271,104.86437929200271,27.370459815660794,27.370459815660794,27.370459815660794,-116.82158079624995,-116.82158079624995,-116.82158079624995,78.93360229791233,78.93360229791233,78.93360229791233,36.53573253585988,36.53573253585988,36.53573253585988,1.569236053344694,1.569236053344694,1.569236053344694,-8.03178521272626,-8.03178521272626,-8.03178521272626,27.58744990652776,27.58744990652776,27.58744990652776,-35.61923511925402,-35.61923511925402,-35.61923511925402,0.0,0.0,0.0,96.83259407927645
