ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,Adj Close,Adj Close_lower,Adj Close_upper,High,High_lower,High_upper,Low,Low_lower,Low_upper,Open,Open_lower,Open_upper,Volume,Volume_lower,Volume_upper,additive_terms,additive_terms_lower,additive_terms_upper,extra_regressors_additive,extra_regressors_additive_lower,extra_regressors_additive_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2002-03-01,212.02670775160857,94.21705137618854,94.64526534469225,212.02670775160857,212.02670775160857,-117.62841109273486,-117.62841109273486,-117.62841109273486,0.019024964116219716,0.019024964116219716,0.019024964116219716,0.00020980124509114447,0.00020980124509114447,0.00020980124509114447,0.0012442639642564729,0.0012442639642564729,0.0012442639642564729,1.2137301206205547e-06,1.2137301206205547e-06,1.2137301206205547e-06,-117.61164032674611,-117.61164032674611,-117.61164032674611,-117.60793084967916,-117.60793084967916,-117.60793084967916,-0.003709477066940466,-0.003709477066940466,-0.003709477066940466,0.0,0.0,0.0,94.41506742486246
2002-04-01,212.02570088353994,88.1381258899851,88.55915059574856,212.02570088353994,212.02570088353994,-123.69961195965794,-123.69961195965794,-123.69961195965794,0.018824275816314816,0.018824275816314816,0.018824275816314816,0.000208218917446081,0.000208218917446081,0.000208218917446081,0.0011699031031318027,0.0011699031031318027,0.0011699031031318027,1.2138610357881942e-06,1.2138610357881942e-06,1.2138610357881942e-06,-123.67978319006967,-123.67978319006967,-123.67978319006967,-123.67940834796002,-123.67940834796002,-123.67940834796002,-0.00037484210965116295,-0.00037484210965116295,-0.00037484210965116295,0.0,0.0,0.0,88.34591769347027
2002-05-01,212.02536505346887,97.87404556319404,98.27671070683775,212.02536505346887,212.02536505346887,-113.96769079554927,-113.96769079554927,-113.96769079554927,0.0185513963472411,0.0185513963472411,0.0185513963472411,0.0002086434468887912,0.0002086434468887912,0.0002086434468887912,0.0012305895940039199,0.0012305895940039199,0.0012305895940039199,1.213934964353449e-06,1.213934964353449e-06,1.213934964353449e-06,-113.94766095281291,-113.94766095281291,-113.94766095281291,-113.94769895222619,-113.94769895222619,-113.94769895222619,3.799941327924885e-05,3.799941327924885e-05,3.799941327924885e-05,0.0,0.0,0.0,98.07770410065596
2002-06-01,212.02501802906212,96.02766819957053,96.43310128079086,212.02501802906212,212.02501802906212,-115.80805124420993,-115.80805124420993,-115.80805124420993,0.01834060148192851,0.01834060148192851,0.01834060148192851,0.00019949682195133698,0.00019949682195133698,0.00019949682195133698,0.0011333714832403655,0.0011333714832403655,0.0011333714832403655,1.213908781319921e-06,1.213908781319921e-06,1.213908781319921e-06,-115.78880882065785,-115.78880882065785,-115.78880882065785,-115.78837656051402,-115.78837656051402,-115.78837656051402,-0.00043226014380610647,-0.00043226014380610647,-0.00043226014380610647,0.0,0.0,0.0,96.23620920840428
2002-07-01,212.02468219899106,79.24762278487582,79.65152714702221,212.02468219899106,212.02468219899106,-132.60137467730786,-132.60137467730786,-132.60137467730786,0.018951329938801952,0.018951329938801952,0.018951329938801952,0.00023683590599099646,0.00023683590599099646,0.00023683590599099646,0.0011511382344147542,0.0011511382344147542,0.0011511382344147542,1.2130262590721887e-06,1.2130262590721887e-06,1.2130262590721887e-06,-132.5793564090032,-132.5793564090032,-132.5793564090032,-132.5810341602024,-132.5810341602024,-132.5810341602024,0.0016777511991931684,0.0016777511991931684,0.0016777511991931684,0.0,0.0,0.0,79.44532578998786
2002-08-01,212.02893380537762,71.6321120990257,72.04712464917793,212.02893380537762,212.02893380537762,-140.21288120542962,-140.21288120542962,-140.21288120542962,0.02130905781215526,0.02130905781215526,0.02130905781215526,0.00024403357626466714,0.00024403357626466714,0.00024403357626466714,0.0013194234260273524,0.0013194234260273524,0.0013194234260273524,1.2116185359754558e-06,1.2116185359754558e-06,1.2116185359754558e-06,-140.19242850084197,-140.19242850084197,-140.19242850084197,-140.19000747899668,-140.19000747899668,-140.19000747899668,-0.002421021845315487,-0.002421021845315487,-0.002421021845315487,0.0,0.0,0.0,71.83650530453565
2002-09-01,212.03318541176415,58.83412221788434,59.242304136219026,212.03318541176415,212.03318541176415,-153.0254136919356,-153.0254136919356,-153.0254136919356,0.022176781632033873,0.022176781632033873,0.022176781632033873,0.00026388986033774365,0.00026388986033774365,0.00026388986033774365,0.0013964792121323511,0.0013964792121323511,0.0013964792121323511,1.2134451876086338e-06,1.2134451876086338e-06,1.2134451876086338e-06,-152.99979180172596,-152.99979180172596,-152.99979180172596,-153.00157532778593,-153.00157532778593,-153.00157532778593,0.0017835260599509217,0.0017835260599509217,0.0017835260599509217,0.0,0.0,0.0,59.03339361003819
2002-10-01,212.03675126384329,62.24846624995114,62.653154721338964,212.03675126384329,212.03675126384329,-149.60473875090048,-149.60473875090048,-149.60473875090048,0.023606145191529416,0.023606145191529416,0.023606145191529416,0.00026699662792608334,0.00026699662792608334,0.00026699662792608334,0.001522942654265336,0.001522942654265336,0.001522942654265336,1.211754071678424e-06,1.211754071678424e-06,1.211754071678424e-06,-149.58183060201077,-149.58183060201077,-149.58183060201077,-149.5793414546727,-149.5793414546727,-149.5793414546727,-0.0024891473380649564,-0.0024891473380649564,-0.0024891473380649564,0.0,0.0,0.0,62.45492066183252
2002-11-01,212.04043597765843,69.38547015895196,69.77131209059307,212.04043597765843,212.04043597765843,-142.4833270505997,-142.4833270505997,-142.4833270505997,0.02274563971749458,0.02274563971749458,0.02274563971749458,0.0002597796642055173,0.0002597796642055173,0.0002597796642055173,0.0014892057939539392,0.0014892057939539392,0.0014892057939539392,1.2159279552584509e-06,1.2159279552584509e-06,1.2159279552584509e-06,-142.45697515580002,-142.45697515580002,-142.45697515580002,-142.4588312094961,-142.4588312094961,-142.4588312094961,0.0018560536960845924,0.0018560536960845924,0.0018560536960845924,0.0,0.0,0.0,69.58346082185841
2002-12-01,212.04400182973754,60.240222317948,60.64618151222469,212.04400182973754,212.04400182973754,-151.62513893985226,-151.62513893985226,-151.62513893985226,0.022612810257412623,0.022612810257412623,0.022612810257412623,0.0002611497344903271,0.0002611497344903271,0.0002611497344903271,0.0014159428468958968,0.0014159428468958968,0.0014159428468958968,1.215074696401132e-06,1.215074696401132e-06,1.215074696401132e-06,-151.60021235718423,-151.60021235718423,-151.60021235718423,-151.60084782193877,-151.60084782193877,-151.60084782193877,0.0006354647545396201,0.0006354647545396201,0.0006354647545396201,0.0,0.0,0.0,60.443789472553306
2003-01-01,212.04586669790996,57.733664443010206,58.12291900633026,212.04586669790996,212.04586669790996,-154.14563807214492,-154.14563807214492,-154.14563807214492,0.023232201169911797,0.023232201169911797,0.023232201169911797,0.0002657037535121589,0.0002657037535121589,0.0002657037535121589,0.0015088689836896781,0.0015088689836896781,0.0015088689836896781,1.2114383350976464e-06,1.2114383350976464e-06,1.2114383350976464e-06,-154.12100308413352,-154.12100308413352,-154.12100308413352,-154.12063008679948,-154.12063008679948,-154.12063008679948,-0.00037299733406589573,-0.00037299733406589573,-0.00037299733406589573,0.0,0.0,0.0,57.92486361377644
2003-02-01,212.04773156608238,53.97549704451074,54.387065263414016,212.04773156608238,212.04773156608238,-157.8863760316821,-157.8863760316821,-157.8863760316821,0.024459431768953967,0.024459431768953967,0.024459431768953967,0.0002775133231483473,0.0002775133231483473,0.0002775133231483473,0.001533423078841975,0.001533423078841975,0.001533423078841975,1.208314853215619e-06,1.208314853215619e-06,1.208314853215619e-06,-157.86217472191402,-157.86217472191402,-157.86217472191402,-157.86010445519628,-157.86010445519628,-157.86010445519628,-0.002070266717719329,-0.002070266717719329,-0.002070266717719329,0.0,0.0,0.0,54.18555684416836
2003-03-01,212.04941596314134,46.8166418717278,47.23166029316563,212.04941596314134,212.04941596314134,-165.03779244763865,-165.03779244763865,-165.03779244763865,0.024904122849958455,0.024904122849958455,0.024904122849958455,0.00028552144333034347,0.00028552144333034347,0.00028552144333034347,0.0015711524854754954,0.0015711524854754954,0.0015711524854754954,1.2103509691170197e-06,1.2103509691170197e-06,1.2103509691170197e-06,-165.0172447523785,-165.0172447523785,-165.0172447523785,-165.0110304405089,-165.0110304405089,-165.0110304405089,-0.006214311869572328,-0.006214311869572328,-0.006214311869572328,0.0,0.0,0.0,47.03217121076284
2003-04-01,212.04858355971874,54.58274679771659,54.978702961411564,212.04858355971874,212.04858355971874,-157.2962591259217,-157.2962591259217,-157.2962591259217,0.02486369658832769,0.02486369658832769,0.02486369658832769,0.0002858301900083778,0.0002858301900083778,0.0002858301900083778,0.0016429182181438057,0.0016429182181438057,0.0016429182181438057,1.2089725094107003e-06,1.2089725094107003e-06,1.2089725094107003e-06,-157.26925980484083,-157.26925980484083,-157.26925980484083,-157.26946547195269,-157.26946547195269,-157.26946547195269,0.00020566711186340123,0.00020566711186340123,0.00020566711186340123,0.0,0.0,0.0,54.77932375487791
2003-05-01,212.04777800801943,63.05910810425549,63.463673776269815,212.04777800801943,212.04777800801943,-148.81458150471326,-148.81458150471326,-148.81458150471326,0.02369710483096515,0.02369710483096515,0.02369710483096515,0.0002720137632844158,0.0002720137632844158,0.0002720137632844158,0.0015658623939630639,0.0015658623939630639,0.0015658623939630639,1.2123593618064502e-06,1.2123593618064502e-06,1.2123593618064502e-06,-148.7884353077208,-148.7884353077208,-148.7884353077208,-148.7890453113657,-148.7890453113657,-148.7890453113657,0.0006100036449048951,0.0006100036449048951,0.0006100036449048951,0.0,0.0,0.0,63.259342700298646
2003-06-01,212.0473820515392,64.04690349684671,64.45990007207226,212.0473820515392,212.0473820515392,-147.81438361803131,-147.81438361803131,-147.81438361803131,0.02295210335499431,0.02295210335499431,0.02295210335499431,0.0002536819117935141,0.0002536819117935141,0.0002536819117935141,0.0014812207013096918,0.0014812207013096918,0.0014812207013096918,1.2117171073957966e-06,1.2117171073957966e-06,1.2117171073957966e-06,-147.7888887700515,-147.7888887700515,-147.7888887700515,-147.78969540034612,-147.78969540034612,-147.78969540034612,0.0008066302946292173,0.0008066302946292173,0.0008066302946292173,0.0,0.0,0.0,64.25849328148769
2003-07-01,212.0469988678486,64.65773706756953,65.06469859596993,212.0469988678486,212.0469988678486,-147.2342670123388,-147.2342670123388,-147.2342670123388,0.02338524376080913,0.02338524376080913,0.02338524376080913,0.0002569430564014215,0.0002569430564014215,0.0002569430564014215,0.0014711395770561574,0.0014711395770561574,0.0014711395770561574,1.2113782681383771e-06,1.2113782681383771e-06,1.2113782681383771e-06,-147.20411191924356,-147.20411191924356,-147.20411191924356,-147.20915247456625,-147.20915247456625,-147.20915247456625,0.005040555322718782,0.005040555322718782,0.005040555322718782,0.0,0.0,0.0,64.84288694860504
2003-08-01,212.04660291136835,68.98167220904313,69.37459200941778,212.04660291136835,212.04660291136835,-142.8834077314533,-142.8834077314533,-142.8834077314533,0.022790397206938217,0.022790397206938217,0.022790397206938217,0.0002561711860257851,0.0002561711860257851,0.0002561711860257851,0.0014653503886966524,0.0014653503886966524,0.0014653503886966524,1.2142137366515983e-06,1.2142137366515983e-06,1.2142137366515983e-06,-142.8658941958502,-142.8658941958502,-142.8658941958502,-142.85889459845794,-142.85889459845794,-142.85889459845794,-0.006999597392272097,-0.006999597392272097,-0.006999597392272097,0.0,0.0,0.0,69.18070871551816
2003-09-01,212.04484738779496,62.87399930247388,63.28477748277939,212.04484738779496,212.04484738779496,-148.9946174295522,-148.9946174295522,-148.9946174295522,0.02282216101294325,0.02282216101294325,0.02282216101294325,0.0002557080696892844,0.0002557080696892844,0.0002557080696892844,0.0014219316283033386,0.0014219316283033386,0.0014219316283033386,1.2095192727578995e-06,1.2095192727578995e-06,1.2095192727578995e-06,-148.96783522126776,-148.96783522126776,-148.96783522126776,-148.97011641932198,-148.97011641932198,-148.97011641932198,0.002281198054230916,0.002281198054230916,0.002281198054230916,0.0,0.0,0.0,63.0770121665272
