ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2010-01-01,236.91684255112028,219.70922298673014,268.29899909363985,236.91684255112028,236.91684255112028,7.3145821934059825,7.3145821934059825,7.3145821934059825,7.3145821934059825,7.3145821934059825,7.3145821934059825,0.0,0.0,0.0,244.23142474452627
2010-02-01,239.90463051724578,231.25085981684228,278.3112920214565,239.90463051724578,239.90463051724578,15.673454117915607,15.673454117915607,15.673454117915607,15.673454117915607,15.673454117915607,15.673454117915607,0.0,0.0,0.0,255.5780846351614
2010-03-01,242.6032777124559,231.15323518708698,280.35561599450386,242.6032777124559,242.6032777124559,13.35272194970702,13.35272194970702,13.35272194970702,13.35272194970702,13.35272194970702,13.35272194970702,0.0,0.0,0.0,255.95599966216292
2010-04-01,245.59106558143438,231.59452237377903,282.30447890076135,245.59106558143438,245.59106558143438,10.25250001711965,10.25250001711965,10.25250001711965,10.25250001711965,10.25250001711965,10.25250001711965,0.0,0.0,0.0,255.84356559855402
2010-05-01,248.48247319657486,223.36755126781253,271.4569414727485,248.48247319657486,248.48247319657486,-1.3823742861256123,-1.3823742861256123,-1.3823742861256123,-1.3823742861256123,-1.3823742861256123,-1.3823742861256123,0.0,0.0,0.0,247.10009891044925
2010-06-01,251.47026106555333,225.62803069349124,273.167407390417,251.47026106555333,251.47026106555333,-2.258003397413305,-2.258003397413305,-2.258003397413305,-2.258003397413305,-2.258003397413305,-2.258003397413305,0.0,0.0,0.0,249.21225766814
2010-07-01,254.3616686587334,231.06263441034693,280.2033422477211,254.3616686587334,254.3616686587334,2.563149042578805,2.563149042578805,2.563149042578805,2.563149042578805,2.563149042578805,2.563149042578805,0.0,0.0,0.0,256.92481770131224
2010-08-01,257.3494565050195,230.16626716667642,277.2175556571976,257.3494565050195,257.3494565050195,-4.931397752719831,-4.931397752719831,-4.931397752719831,-4.931397752719831,-4.931397752719831,-4.931397752719831,0.0,0.0,0.0,252.41805875229966
2010-09-01,260.3372443392755,226.61244609335168,273.6702527768375,260.3372443392755,260.3372443392755,-9.570984087512658,-9.570984087512658,-9.570984087512658,-9.570984087512658,-9.570984087512658,-9.570984087512658,0.0,0.0,0.0,250.76626025176284
2010-10-01,263.22865192081366,239.43526211132593,292.0748451343574,263.22865192081366,263.22865192081366,3.172643314365787,3.172643314365787,3.172643314365787,3.172643314365787,3.172643314365787,3.172643314365787,0.0,0.0,0.0,266.4012952351795
2010-11-01,266.21643987646524,251.65172270381578,301.2017263457568,266.21643987646524,266.21643987646524,10.485583160755345,10.485583160755345,10.485583160755345,10.485583160755345,10.485583160755345,10.485583160755345,0.0,0.0,0.0,276.7020230372206
2010-12-01,269.1078475754829,255.1893575330792,305.9614294152471,269.1078475754829,269.1078475754829,10.973838872038849,10.973838872038849,10.973838872038849,10.973838872038849,10.973838872038849,10.973838872038849,0.0,0.0,0.0,280.08168644752175
2011-01-01,272.09563553113446,257.76606741631565,304.6347088294198,272.09563553113446,272.09563553113446,8.229089894314065,8.229089894314065,8.229089894314065,8.229089894314065,8.229089894314065,8.229089894314065,0.0,0.0,0.0,280.32472542544855
2011-02-01,273.7795795818596,258.885620236814,305.91010538326975,273.7795795818596,273.7795795818596,9.117815434873215,9.117815434873215,9.117815434873215,9.117815434873215,9.117815434873215,9.117815434873215,0.0,0.0,0.0,282.8973950167328
2011-03-01,275.30056130509513,268.9795252213979,317.3089722297612,275.30056130509513,275.30056130509513,18.713150598852394,18.713150598852394,18.713150598852394,18.713150598852394,18.713150598852394,18.713150598852394,0.0,0.0,0.0,294.0137119039475
2011-04-01,272.8039866894261,259.60176561609825,308.2862179691149,272.8039866894261,272.8039866894261,11.692563531002271,11.692563531002271,11.692563531002271,11.692563531002271,11.692563531002271,11.692563531002271,0.0,0.0,0.0,284.4965502204284
2011-05-01,270.3879467387787,243.24801959355747,292.6003976766127,270.3879467387787,270.3879467387787,-1.9248955411863307,-1.9248955411863307,-1.9248955411863307,-1.9248955411863307,-1.9248955411863307,-1.9248955411863307,0.0,0.0,0.0,268.46305119759234
2011-06-01,265.382062803838,239.83594667546174,285.68355565676245,265.382062803838,265.382062803838,-2.516446230089233,-2.516446230089233,-2.516446230089233,-2.516446230089233,-2.516446230089233,-2.516446230089233,0.0,0.0,0.0,262.86561657374875
2011-07-01,260.5376589958308,238.9569250926725,287.55279015892205,260.5376589958308,260.5376589958308,1.3402568418760623,1.3402568418760623,1.3402568418760623,1.3402568418760623,1.3402568418760623,1.3402568418760623,0.0,0.0,0.0,261.87791583770684
2011-08-01,255.53177506089006,224.96013051438266,275.838372396427,255.53177506089006,255.53177506089006,-5.2242472328111775,-5.2242472328111775,-5.2242472328111775,-5.2242472328111775,-5.2242472328111775,-5.2242472328111775,0.0,0.0,0.0,250.3075278280789
2011-09-01,250.52589118185878,213.7627080799478,262.7993394011194,250.52589118185878,250.52589118185878,-13.154679601739867,-13.154679601739867,-13.154679601739867,-13.154679601739867,-13.154679601739867,-13.154679601739867,0.0,0.0,0.0,237.3712115801189
2011-10-01,245.6814874279576,230.53726627574147,277.62066769842687,245.6814874279576,245.6814874279576,8.609103404349554,8.609103404349554,8.609103404349554,8.609103404349554,8.609103404349554,8.609103404349554,0.0,0.0,0.0,254.29059083230715
