Open,High,Low,Close,Adj Close,Volume,Date
71.5,73.83000183105469,67.61000061035156,,71.69999694824219,546800,2003-01-01
71.69999694824219,76.05999755859375,70.02999877929688,,74.16000366210938,397900,2003-02-01
74.05999755859375,81.04000091552734,70.16999816894531,,71.16999816894531,430400,2003-03-01
71.19000244140625,88.01000213623047,68.13999938964844,,86.41000366210938,719000,2003-04-01
86.41000366210938,94.38999938964844,85.01000213623047,,89.69999694824219,555500,2003-05-01
89.69999694824219,98.29000091552734,84.06999969482422,,86.72000122070312,857400,2003-06-01
86.69999694824219,90.9000015258789,82.56999969482422,,86.68000030517578,492700,2003-07-01
86.68000030517578,89.80999755859375,84.5999984741211,,86.47000122070312,374900,2003-08-01
86.54000091552734,88.55999755859375,59.540000915527344,,66.19999694824219,500000,2003-09-01
66.23999786376953,73.12999725341797,63.959999084472656,,68.5,638300,2003-10-01
68.58999633789062,80.9000015258789,67.94999694824219,,79.13999938964844,422800,2003-11-01
79.05999755859375,84.7699966430664,76.87999725341797,,83.4000015258789,484900,2003-12-01
83.4000015258789,91.27999877929688,79.83999633789062,,91.16000366210938,422500,2004-01-01
90.98999786376952,91.37000274658205,82.95999908447266,,86.9800033569336,444700,2004-02-01
86.9800033569336,95.87999725341795,85.9800033569336,,94.43000030517578,612000,2004-03-01
94.43000030517578,97.2699966430664,86.80000305175781,,88.36000061035156,603500,2004-04-01
88.3499984741211,99.16000366210938,86.58000183105469,,98.08999633789062,598700,2004-05-01
98.08999633789062,100.62000274658205,91.31999969482422,,96.25,600400,2004-06-01
96.30999755859376,96.38999938964844,71.97000122070312,,79.45999908447266,657700,2004-07-01
79.44999694824219,80.05999755859375,68.23999786376953,,71.8499984741211,749100,2004-08-01
71.7300033569336,74.05000305175781,57.95000076293945,,59.040000915527344,630500,2004-09-01
59.060001373291016,64.1500015258789,56.34000015258789,,62.459999084472656,740300,2004-10-01
62.43999862670898,70.11000061035156,60.08000183105469,,69.58000183105469,469300,2004-11-01
69.77999877929688,71.02999877929688,59.369998931884766,,60.43999862670898,524700,2004-12-01
60.470001220703125,66.73999786376953,57.0099983215332,57.91999816894531,57.91999816894531,760800,2005-01-01
58.0099983215332,58.2400016784668,50.88999938964844,54.18000030517578,54.18000030517578,963600,2005-02-01
54.22999954223633,55.15999984741211,46.7400016784668,47.02999877929688,47.02999877929688,831400,2005-03-01
47.040000915527344,55.43999862670898,46.58000183105469,54.77000045776367,54.77000045776367,920900,2005-04-01
54.7599983215332,63.52000045776367,53.7400016784668,63.25,63.25,701000,2005-05-01
63.2400016784668,68.68000030517578,63.2400016784668,64.25,64.25,742700,2005-06-01
64.25,65.68000030517578,61.54999923706055,64.83000183105469,64.83000183105469,764700,2005-07-01
64.83000183105469,69.80000305175781,61.95000076293945,69.18000030517578,69.18000030517578,580600,2005-08-01
69.18000030517578,69.58000183105469,62.18999862670898,63.06999969482422,63.06999969482422,885400,2005-09-01
63.060001373291016,77.08000183105469,63.060001373291016,76.31999969482422,76.31999969482422,861900,2005-10-01
76.2699966430664,79.4000015258789,73.4000015258789,79.2300033569336,79.2300033569336,699900,2005-11-01
79.2300033569336,100.1999969482422,77.9000015258789,96.29000091552734,96.29000091552734,1441300,2005-12-01
96.29000091552734,100.47000122070312,87.23999786376953,92.33000183105467,92.33000183105467,1211000,2006-01-01
92.3499984741211,102.95999908447266,88.91999816894531,102.36000061035156,102.36000061035156,864500,2006-02-01
102.37000274658205,108.76000213623048,91.97000122070312,103.3000030517578,103.3000030517578,1543300,2006-03-01
103.27999877929688,109.58999633789062,90.02999877929688,90.19000244140624,90.19000244140624,1460600,2006-04-01
90.13999938964844,99.27999877929688,83.27999877929688,98.1500015258789,98.1500015258789,1352700,2006-05-01
98.16000366210938,115.5500030517578,95.4800033569336,114.9499969482422,114.9499969482422,1209600,2006-06-01
114.87999725341795,126.48999786376952,110.58999633789062,126.18000030517578,126.18000030517578,1713500,2006-07-01
126.12000274658205,126.31999969482422,112.7699966430664,120.83999633789062,120.83999633789062,1192600,2006-08-01
120.87999725341795,134.3000030517578,119.8000030517578,133.60000610351562,133.60000610351562,1623200,2006-09-01
133.6699981689453,145.69000244140625,113.80999755859376,128.72000122070312,128.72000122070312,2915800,2006-10-01
128.72000122070312,164.75999450683594,128.60000610351562,161.82000732421875,161.82000732421875,2140200,2006-11-01
161.8300018310547,166.94000244140625,146.63999938964844,160.0399932861328,160.0399932861328,2317000,2006-12-01
160.0500030517578,169.05999755859375,144.0500030517578,167.13999938964844,167.13999938964844,2554000,2007-01-01
167.22999572753906,192.05999755859372,164.77000427246094,188.5,188.5,2221800,2007-02-01
188.5500030517578,192.1999969482422,159.8800048828125,165.85000610351562,165.85000610351562,3597400,2007-03-01
165.86000061035156,169.11000061035156,137.3699951171875,141.97000122070312,141.97000122070312,3662300,2007-04-01
142.07000732421875,149.83999633789062,128.35000610351562,142.2100067138672,142.2100067138672,3021300,2007-05-01
142.16000366210938,150.47999572753906,128.72000122070312,129.64999389648438,129.64999389648438,3165500,2007-06-01
129.66000366210938,161.0800018310547,129.44000244140625,158.6999969482422,158.6999969482422,2983900,2007-07-01
158.6300048828125,167.67999267578125,149.25,157.52999877929688,157.52999877929688,2364200,2007-08-01
157.5399932861328,171.07000732421875,157.5399932861328,169.97999572753906,169.97999572753906,2072600,2007-09-01
169.97999572753906,171.27999877929688,145.44000244140625,162.92999267578125,162.92999267578125,2379400,2007-10-01
162.9199981689453,186.1699981689453,162.60000610351562,185.0399932861328,185.0399932861328,2134900,2007-11-01
185.07000732421875,194.16000366210935,179.4199981689453,187.25,187.25,1925800,2007-12-01
187.3600006103516,240.17999267578125,187.3600006103516,237.5399932861328,237.5399932861328,2751000,2008-01-01
237.41000366210935,243.9499969482422,216.5800018310547,230.50999450683597,230.50999450683597,2465000,2008-02-01
230.5200042724609,279.32000732421875,227.3600006103516,270.1499938964844,270.1499938964844,2887600,2008-03-01
270.239990234375,300.6400146484375,270.239990234375,286.2900085449219,286.2900085449219,2472400,2008-04-01
286.4100036621094,323.7799987792969,247.1300048828125,269.04998779296875,269.04998779296875,3866600,2008-05-01
268.9800109863281,285.9100036621094,231.1100006103516,285.5799865722656,285.5799865722656,4494600,2008-06-01
285.42999267578125,289.1199951171875,242.3800048828125,265.29998779296875,265.29998779296875,3437500,2008-07-01
265.0899963378906,269.3900146484375,242.6100006103516,247.2400054931641,247.2400054931641,2954000,2008-08-01
247.2400054931641,263.67999267578125,231.57000732421875,249.02999877929688,249.02999877929688,3013500,2008-09-01
248.9900054931641,301.4200134277344,238.58999633789065,291.2799987792969,291.2799987792969,3445700,2008-10-01
291.3800048828125,315.3999938964844,280.1300048828125,313.6400146484375,313.6400146484375,2727800,2008-11-01
313.6400146484375,336.5199890136719,296.75,302.260009765625,302.260009765625,2746600,2008-12-01
302.45001220703125,348.2900085449219,291.4599914550781,347.32000732421875,347.32000732421875,2632600,2009-01-01
347.489990234375,369.239990234375,333.8399963378906,347.7300109863281,347.7300109863281,2260000,2009-02-01
347.1300048828125,383.1799926757813,325.79998779296875,376.5700073242188,376.5700073242188,2871100,2009-03-01
376.7900085449219,415.1900024414063,375.75,393.3699951171875,393.3699951171875,2309900,2009-04-01
393.4700012207031,428.2300109863281,384.9500122070313,423.6400146484375,423.6400146484375,2490400,2009-05-01
423.7900085449219,434.6099853515625,374.9500122070313,393.1499938964844,393.1499938964844,2713800,2009-06-01
393.1199951171875,430.760009765625,366.2999877929688,368.5899963378906,368.5899963378906,2645900,2009-07-01
368.4800109863281,372.1300048828125,296.54998779296875,368.9400024414063,368.9400024414063,3098500,2009-08-01
368.739990234375,415.7200012207031,355.2099914550781,409.3800048828125,409.3800048828125,1821200,2009-09-01
409.2999877929688,441.8999938964844,394.7999877929688,424.25,424.25,2148400,2009-10-01
423.8399963378906,423.8399963378906,353.0899963378906,398.2900085449219,398.2900085449219,2141200,2009-11-01
398.2999877929688,427.4400024414063,385.1000061035156,416.7099914550781,416.7099914550781,1513500,2009-12-01
417.2000122070313,419.760009765625,313.6600036621094,379.1900024414063,379.1900024414063,2612600,2010-01-01
379.5899963378906,443.75,359.1000061035156,416.6000061035156,416.6000061035156,1757800,2010-02-01
416.7099914550781,458.3299865722656,390.0899963378906,437.4400024414063,437.4400024414063,1935800,2010-03-01
438.010009765625,507.0499877929688,428.2099914550781,488.6799926757813,488.6799926757813,1975200,2010-04-01
488.1799926757813,566.8300170898438,467.3200073242188,536.1099853515625,536.1099853515625,2068500,2010-05-01
536.0700073242188,566.3499755859375,505.5400085449219,547.0,547.0,2138200,2010-06-01
546.5399780273438,546.5399780273438,405.4800109863281,457.3200073242188,457.3200073242188,3060700,2010-07-01
